iter	Passed	Remaining
1663	36000	72173
1664	36019	72148
1665	36040	72125
1666	36065	72110
1667	36087	72087
1668	36109	72067
1669	36129	72041
1670	36150	72019
1671	36171	71997
1672	36194	71977
1673	36212	71948
1674	36235	71930
1675	36264	71923
1676	36287	71903
1677	36312	71889
1678	36335	71869
1679	36356	71847
1680	36379	71827
1681	36401	71807
1682	36421	71782
1683	36442	71758
1684	36459	71729
1685	36479	71703
1686	36499	71679
1687	36523	71662
1688	36542	71636
1689	36560	71607
1690	36582	71585
1691	36605	71567
1692	36626	71544
1693	36650	71526
1694	36669	71499
1695	36693	71483
1696	36718	71467
1697	36738	71442
1698	36758	71418
1699	36777	71392
1700	36798	71368
1701	36819	71344
1702	36840	71322
1703	36859	71296
1704	36885	71283
1705	36906	71259
1706	36926	71236
1707	36948	71215
1708	36977	71206
1709	36998	71183
1710	37018	71159
1711	37040	71138
1712	37058	71110
1713	37079	71087
1714	37102	71068
1715	37122	71043
1716	37143	71019
1717	37165	70998
1718	37184	70973
1719	37207	70954
1720	37230	70934
1721	37250	70910
1722	37271	70887
1723	37291	70862
1724	37312	70840
1725	37334	70818
1726	37355	70795
1727	37378	70776
1728	37406	70768
1729	37428	70747
1730	37449	70722
1731	37470	70701
1732	37493	70682
1733	37515	70660
1734	37538	70641
1735	37560	70621
1736	37582	70598
1737	37602	70575
1738	37622	70550
1739	37643	70526
1740	37664	70504
1741	37684	70480
1742	37705	70457
1743	37729	70439
1744	37751	70418
1745	37780	70410
1746	37799	70384
1747	37820	70361
1748	37840	70337
1749	37864	70319
1750	37885	70296
1751	37905	70273
1752	37927	70252
1753	37947	70226
1754	37970	70207
1755	37989	70181
1756	38008	70154
1757	38029	70131
1758	38050	70109
1759	38070	70083
1760	38090	70060
1761	38111	70036
1762	38132	70013
1763	38152	69990
1764	38174	69969
1765	38196	69946
1766	38217	69924
1767	38236	69898
1768	38256	69873
1769	38276	69849
1770	38297	69826
1771	38318	69803
1772	38344	69790
1773	38365	69767
1774	38384	69740
1775	38403	69714
1776	38420	69684
1777	38439	69658
1778	38458	69632
1779	38478	69607
1780	38496	69579
1781	38519	69559
1782	38549	69554
1783	38568	69527
1784	38588	69502
1785	38608	69478
1786	38627	69451
1787	38646	69425
1788	38666	69401
1789	38686	69375
1790	38708	69354
1791	38732	69337
1792	38753	69315
1793	38777	69298
1794	38806	69288
1795	38828	69268
1796	38849	69246
1797	38870	69223
1798	38890	69199
1799	38912	69177
1800	38934	69156
1801	38956	69136
1802	38976	69111
1803	38997	69087
1804	39017	69063
1805	39038	69041
1806	39058	69017
1807	39079	68994
1808	39100	68971
1809	39125	68955
1810	39146	68933
1811	39166	68909
1812	39186	68883
1813	39207	68861
1814	39228	68838
1815	39249	68817
1816	39271	68794
1817	39299	68784
1818	39324	68768
1819	39344	68744
1820	39367	68725
1821	39397	68718
1822	39419	68697
1823	39442	68678
1824	39463	68655
1825	39484	68632
1826	39503	68607
1827	39532	68598
1828	39554	68576
1829	39574	68551
1830	39594	68528
1831	39617	68509
1832	39638	68485
1833	39659	68462
1834	39679	68439
1835	39700	68416
1836	39722	68394
1837	39743	68372
1838	39763	68348
1839	39783	68324
1840	39803	68298
1841	39827	68282
1842	39850	68263
1843	39871	68239
1844	39892	68216
1845	39914	68196
1846	39936	68175
1847	39957	68152
1848	39981	68135
1849	40002	68111
1850	40022	68088
1851	40043	68065
1852	40067	68048
1853	40088	68025
1854	40111	68004
1855	40141	67998
1856	40163	67977
1857	40183	67952
1858	40204	67930
1859	40224	67906
1860	40244	67881
1861	40275	67875
1862	40305	67867
1863	40330	67852
1864	40355	67836
1865	40378	67816
1866	40399	67793
1867	40420	67770
1868	40439	67746
1869	40460	67721
1870	40490	67714
1871	40511	67692
1872	40532	67669
1873	40553	67646
1874	40573	67623
1875	40594	67600
1876	40614	67574
1877	40635	67552
1878	40654	67527
1879	40675	67503
1880	40697	67483
1881	40718	67460
1882	40740	67438
1883	40768	67427
1884	40789	67404
1885	40810	67382
1886	40831	67360
1887	40852	67338
1888	40874	67316
1889	40895	67293
1890	40917	67273
1891	40939	67252
1892	40961	67231
1893	40982	67208
1894	41002	67183
1895	41024	67161
1896	41044	67138
1897	41066	67116
1898	41089	67097
1899	41113	67079
1900	41134	67056
1901	41154	67033
1902	41175	67009
1903	41197	66989
1904	41228	66982
1905	41249	66959
1906	41270	66936
1907	41292	66915
1908	41313	66893
1909	41331	66866
1910	41351	66842
1911	41371	66817
1912	41388	66788
1913	41406	66761
1914	41427	66738
1915	41452	66721
1916	41471	66696
1917	41492	66673
1918	41522	66666
1919	41542	66640
1920	41563	66618
1921	41583	66593
1922	41603	66569
1923	41623	66546
1924	41645	66523
1925	41667	66502
1926	41691	66486
1927	41714	66466
1928	41742	66454
1929	41764	66433
1930	41796	66428
1931	41816	66404
1932	41836	66379
1933	41859	66359
1934	41890	66354
1935	41911	66331
1936	41931	66307
1937	41953	66285
1938	41973	66261
1939	41996	66241
1940	42015	66216
1941	42036	66193
1942	42061	66176
1943	42082	66154
1944	42107	66137
1945	42129	66117
1946	42148	66091
1947	42169	66068
1948	42190	66045
1949	42211	66023
1950	42231	65998
1951	42253	65977
1952	42276	65958
1953	42296	65934
1954	42317	65911
1955	42339	65889
1956	42359	65865
1957	42381	65845
1958	42403	65823
1959	42422	65798
1960	42444	65776
1961	42466	65756
1962	42486	65732
1963	42507	65709
1964	42528	65687
1965	42550	65664
1966	42571	65643
1967	42601	65633
1968	42624	65614
1969	42645	65591
1970	42666	65568
1971	42689	65549
1972	42712	65529
1973	42734	65508
1974	42755	65486
1975	42774	65460
1976	42795	65437
1977	42817	65416
1978	42839	65395
1979	42858	65370
1980	42881	65350
1981	42899	65323
1982	42926	65309
1983	42946	65285
1984	42965	65259
1985	42985	65235
1986	43005	65210
1987	43027	65190
1988	43047	65166
1989	43069	65145
1990	43090	65122
1991	43110	65098
1992	43131	65075
1993	43151	65051
1994	43169	65025
1995	43191	65004
1996	43211	64980
1997	43232	64956
1998	43256	64939
1999	43276	64914
2000	43298	64894
2001	43319	64870
2002	43341	64849
2003	43361	64825
2004	43383	64804
2005	43407	64786
2006	43428	64763
2007	43448	64739
2008	43468	64715
2009	43489	64693
2010	43509	64669
2011	43529	64644
2012	43550	64622
2013	43572	64600
2014	43596	64582
2015	43615	64558
2016	43638	64538
2017	43658	64514
2018	43681	64494
2019	43706	64478
2020	43727	64455
2021	43750	64435
2022	43771	64412
2023	43792	64389
2024	43816	64372
2025	43834	64346
2026	43856	64323
2027	43877	64302
2028	43901	64283
2029	43930	64271
2030	43949	64247
2031	43968	64222
2032	43989	64199
2033	44008	64174
2034	44034	64158
2035	44054	64134
2036	44078	64116
2037	44098	64092
2038	44122	64073
2039	44144	64053
2040	44164	64029
2041	44187	64009
2042	44214	63995
2043	44237	63975
2044	44259	63953
2045	44280	63931
2046	44301	63908
2047	44321	63885
2048	44352	63876
2049	44373	63854
2050	44394	63831
2051	44418	63814
2052	44446	63801
2053	44467	63779
2054	44491	63760
2055	44512	63738
2056	44533	63714
2057	44551	63688
2058	44573	63667
2059	44594	63644
2060	44617	63625
2061	44641	63606
2062	44661	63582
2063	44682	63559
2064	44702	63536
2065	44723	63513
2066	44745	63491
2067	44777	63484
2068	44797	63461
2069	44825	63448
2070	44847	63427
2071	44870	63407
2072	44891	63384
2073	44912	63362
2074	44934	63341
2075	44954	63317
2076	44977	63297
2077	45003	63281
2078	45025	63260
2079	45048	63240
2080	45070	63220
2081	45099	63209
2082	45120	63185
2083	45139	63161
2084	45160	63138
2085	45183	63118
2086	45205	63096
2087	45228	63076
2088	45248	63053
2089	45267	63028
2090	45288	63004
2091	45309	62982
2092	45333	62963
2093	45352	62939
2094	45377	62921
2095	45397	62897
2096	45415	62871
2097	45436	62849
2098	45456	62825
2099	45477	62802
2100	45497	62777
2101	45517	62754
2102	45536	62728
2103	45556	62705
2104	45575	62680
2105	45593	62652
2106	45612	62627
2107	45629	62600
2108	45649	62575
2109	45667	62549
2110	45687	62525
2111	45708	62502
2112	45730	62482
2113	45753	62462
2114	45774	62439
2115	45797	62420
2116	45819	62398
2117	45840	62375
2118	45860	62351
2119	45881	62329
2120	45902	62306
2121	45922	62282
2122	45947	62265
2123	45968	62243
2124	45998	62233
2125	46022	62214
2126	46042	62191
2127	46064	62170
2128	46086	62148
2129	46107	62126
2130	46128	62103
2131	46150	62082
2132	46173	62062
2133	46197	62044
2134	46218	62021
2135	46238	61997
2136	46258	61973
2137	46279	61951
2138	46298	61926
2139	46339	61929
2140	46361	61909
2141	46385	61890
2142	46408	61870
2143	46428	61847
2144	46448	61823
2145	46468	61799
2146	46489	61776
2147	46509	61752
2148	46530	61730
2149	46553	61710
2150	46575	61689
2151	46599	61670
2152	46618	61645
2153	46639	61622
2154	46659	61599
2155	46679	61575
2156	46701	61553
2157	46722	61531
2158	46743	61509
2159	46764	61486
2160	46786	61465
2161	46808	61444
2162	46828	61420
2163	46850	61398
2164	46869	61374
2165	46890	61352
2166	46910	61327
2167	46930	61303
2168	46953	61283
2169	46976	61263
2170	46996	61241
2171	47019	61220
2172	47055	61217
2173	47078	61197
2174	47098	61174
2175	47120	61152
2176	47146	61136
2177	47177	61126
2178	47200	61106
2179	47224	61088
2180	47245	61066
2181	47270	61048
2182	47294	61030
2183	47319	61012
2184	47343	60993
2185	47366	60973
2186	47390	60954
2187	47415	60937
2188	47437	60917
2189	47462	60899
2190	47487	60882
2191	47509	60861
2192	47531	60839
2193	47554	60819
2194	47578	60801
2195	47604	60784
2196	47628	60766
2197	47650	60744
2198	47674	60726
2199	47697	60705
2200	47720	60685
2201	47750	60674
2202	47775	60657
2203	47798	60637
2204	47820	60615
2205	47843	60596
2206	47866	60576
2207	47892	60559
2208	47914	60537
2209	47935	60516
2210	47959	60496
2211	47984	60479
2212	48008	60460
2213	48032	60441
2214	48055	60421
2215	48078	60402
2216	48100	60380
2217	48123	60360
2218	48145	60338
2219	48167	60318
2220	48188	60295
2221	48212	60276
2222	48235	60256
2223	48256	60234
2224	48277	60210
2225	48299	60190
2226	48321	60169
2227	48341	60145
2228	48362	60122
2229	48383	60099
2230	48411	60085
2231	48433	60064
2232	48457	60045
2233	48488	60035
2234	48509	60013
2235	48532	59992
2236	48552	59968
2237	48574	59947
2238	48594	59923
2239	48613	59898
2240	48633	59875
2241	48657	59856
2242	48681	59836
2243	48704	59816
2244	48724	59793
2245	48747	59772
2246	48769	59751
2247	48794	59734
2248	48820	59718
2249	48846	59700
2250	48869	59680
2251	48892	59661
2252	48917	59643
2253	48941	59623
2254	48964	59604
2255	48997	59596
2256	49020	59576
2257	49043	59555
2258	49065	59534
2259	49088	59514
2260	49111	59494
2261	49131	59469
2262	49150	59445
2263	49172	59424
2264	49192	59400
2265	49210	59373
2266	49231	59351
2267	49251	59328
2268	49272	59305
2269	49296	59285
2270	49319	59265
2271	49341	59244
2272	49366	59226
2273	49397	59215
2274	49428	59205
2275	49448	59181
2276	49469	59158
2277	49489	59135
2278	49509	59111
2279	49540	59100
2280	49562	59079
2281	49581	59054
2282	49600	59029
2283	49621	59006
2284	49645	58987
2285	49666	58965
2286	49685	58940
2287	49706	58918
2288	49726	58894
2289	49746	58870
2290	49767	58847
2291	49794	58832
2292	49829	58825
2293	49849	58802
2294	49870	58780
2295	49892	58758
2296	49914	58736
2297	49935	58714
2298	49957	58693
2299	49977	58669
2300	49998	58646
2301	50018	58623
2302	50037	58598
2303	50059	58576
2304	50081	58555
2305	50105	58536
2306	50125	58512
2307	50153	58498
2308	50178	58479
2309	50198	58456
2310	50219	58433
2311	50247	58418
2312	50267	58395
2313	50289	58373
2314	50315	58356
2315	50338	58337
2316	50361	58316
2317	50387	58300
2318	50412	58281
2319	50438	58265
2320	50462	58246
2321	50485	58226
2322	50512	58210
2323	50538	58192
2324	50562	58174
2325	50587	58156
2326	50612	58138
2327	50634	58116
2328	50659	58099
2329	50682	58077
2330	50704	58056
2331	50724	58033
2332	50745	58010
2333	50764	57986
2334	50787	57964
2335	50808	57942
2336	50829	57920
2337	50851	57898
2338	50872	57876
2339	50893	57853
2340	50919	57836
2341	50944	57818
2342	50968	57799
2343	50992	57779
2344	51016	57760
2345	51044	57745
2346	51068	57726
2347	51093	57708
2348	51123	57696
2349	51148	57677
2350	51170	57656
2351	51195	57638
2352	51219	57619
2353	51240	57596
2354	51261	57573
2355	51284	57553
2356	51306	57531
2357	51327	57508
2358	51346	57484
2359	51379	57475
2360	51399	57451
2361	51418	57426
2362	51438	57403
2363	51460	57381
2364	51482	57359
2365	51501	57334
2366	51520	57310
2367	51542	57288
2368	51564	57267
2369	51588	57248
2370	51614	57230
2371	51638	57211
2372	51661	57191
2373	51687	57174
2374	51714	57158
2375	51740	57140
2376	51765	57122
2377	51791	57105
2378	51818	57089
2379	51842	57070
2380	51871	57056
2381	51896	57037
2382	51927	57026
2383	51962	57018
2384	51986	57000
2385	52011	56981
2386	52037	56964
2387	52062	56946
2388	52090	56931
2389	52117	56914
2390	52146	56900
2391	52173	56885
2392	52198	56866
2393	52222	56847
2394	52246	56827
2395	52272	56810
2396	52293	56787
2397	52316	56766
2398	52339	56746
2399	52363	56727
2400	52384	56704
2401	52406	56682
2402	52429	56662
2403	52453	56642
2404	52479	56625
2405	52508	56611
2406	52530	56590
2407	52553	56569
2408	52574	56546
2409	52597	56525
2410	52622	56507
2411	52644	56485
2412	52667	56465
2413	52690	56445
2414	52713	56424
2415	52735	56402
2416	52759	56382
2417	52786	56367
2418	52807	56344
2419	52830	56323
2420	52852	56301
2421	52872	56278
2422	52895	56256
2423	52920	56239
2424	52944	56219
2425	52965	56196
2426	52988	56176
2427	53012	56157
2428	53037	56137
2429	53060	56117
2430	53085	56099
2431	53109	56079
2432	53130	56056
2433	53151	56034
2434	53172	56011
2435	53196	55991
2436	53216	55968
2437	53242	55950
2438	53272	55936
2439	53292	55913
2440	53314	55891
2441	53337	55870
2442	53358	55848
2443	53381	55827
2444	53402	55805
2445	53431	55790
2446	53457	55773
2447	53481	55753
2448	53504	55732
2449	53527	55711
2450	53553	55694
2451	53578	55676
2452	53605	55659
2453	53632	55642
2454	53657	55624
2455	53683	55606
2456	53708	55588
2457	53729	55566
2458	53754	55547
2459	53777	55526
2460	53803	55509
2461	53825	55487
2462	53852	55470
2463	53877	55452
2464	53903	55433
2465	53923	55410
2466	53945	55388
2467	53965	55365
2468	53986	55342
2469	54008	55319
2470	54029	55297
2471	54051	55275
2472	54071	55252
2473	54092	55229
2474	54114	55207
2475	54133	55182
2476	54154	55160
2477	54173	55135
2478	54193	55112
2479	54212	55086
2480	54233	55064
2481	54252	55039
2482	54285	55028
2483	54307	55007
2484	54328	54983
2485	54350	54963
2486	54384	54952
2487	54405	54930
2488	54427	54908
2489	54451	54888
2490	54471	54865
2491	54494	54844
2492	54531	54837
2493	54572	54834
2494	54600	54819
2495	54624	54799
2496	54646	54777
2497	54670	54757
2498	54693	54737
2499	54723	54723
2500	54746	54702
2501	54773	54686
2502	54796	54664
2503	54819	54644
2504	54845	54626
2505	54878	54616
2506	54908	54601
2507	54932	54581
2508	54953	54558
2509	54980	54541
2510	55008	54526
2511	55036	54510
2512	55059	54489
2513	55084	54471
2514	55109	54452
2515	55133	54432
2516	55158	54413
2517	55181	54392
2518	55210	54377
2519	55249	54372
2520	55272	54351
2521	55294	54329
2522	55316	54308
2523	55339	54287
2524	55362	54266
2525	55385	54245
2526	55409	54225
2527	55431	54203
2528	55453	54181
2529	55482	54167
2530	55507	54147
2531	55531	54127
2532	55555	54107
2533	55576	54085
2534	55605	54069
2535	55636	54056
2536	55656	54033
2537	55678	54010
2538	55711	53999
2539	55732	53977
2540	55754	53955
2541	55776	53933
2542	55797	53910
2543	55821	53890
2544	55845	53871
2545	55871	53852
2546	55899	53836
2547	55931	53823
2548	55960	53808
2549	55990	53794
2550	56021	53781
2551	56051	53767
2552	56078	53750
2553	56103	53730
2554	56129	53712
2555	56156	53695
2556	56184	53680
2557	56219	53669
2558	56243	53650
2559	56271	53633
2560	56304	53622
2561	56334	53608
2562	56357	53586
2563	56380	53566
2564	56402	53544
2565	56422	53520
2566	56445	53498
2567	56463	53473
2568	56485	53451
2569	56508	53430
2570	56530	53408
2571	56557	53390
2572	56578	53368
2573	56599	53345
2574	56620	53322
2575	56643	53301
2576	56664	53277
2577	56685	53255
2578	56704	53230
2579	56721	53203
2580	56740	53178
2581	56761	53155
2582	56780	53131
2583	56799	53106
2584	56819	53083
2585	56838	53058
2586	56857	53033
2587	56876	53008
2588	56894	52982
2589	56913	52958
2590	56932	52933
2591	56963	52920
2592	56985	52897
2593	57006	52874
2594	57024	52849
2595	57046	52827
2596	57067	52804
2597	57085	52778
2598	57104	52754
2599	57123	52729
2600	57142	52704
2601	57161	52679
2602	57181	52655
2603	57201	52632
2604	57220	52607
2605	57237	52581
2606	57259	52558
2607	57282	52537
2608	57299	52511
2609	57319	52487
2610	57337	52462
2611	57354	52436
2612	57375	52413
2613	57403	52396
2614	57422	52371
2615	57442	52347
2616	57461	52323
2617	57483	52302
2618	57503	52278
2619	57522	52253
2620	57546	52232
2621	57566	52209
2622	57589	52188
2623	57610	52165
2624	57631	52142
2625	57651	52119
2626	57672	52096
2627	57691	52072
2628	57712	52048
2629	57731	52024
2630	57751	52000
2631	57773	51978
2632	57796	51957
2633	57816	51933
2634	57837	51910
2635	57858	51888
2636	57879	51865
2637	57900	51842
2638	57920	51818
2639	57941	51796
2640	57963	51773
2641	57987	51754
2642	58010	51733
2643	58030	51709
2644	58050	51685
2645	58069	51661
2646	58090	51638
2647	58110	51614
2648	58139	51599
2649	58161	51576
2650	58182	51554
2651	58206	51534
2652	58232	51515
2653	58251	51491
2654	58270	51466
2655	58292	51444
2656	58312	51421
2657	58334	51399
2658	58355	51376
2659	58390	51365
2660	58411	51343
2661	58431	51319
2662	58454	51298
2663	58480	51280
2664	58502	51258
2665	58525	51236
2666	58544	51212
2667	58564	51189
2668	58585	51166
2669	58613	51150
2670	58638	51130
2671	58658	51106
2672	58678	51082
2673	58697	51058
2674	58721	51037
2675	58739	51012
2676	58758	50988
2677	58779	50965
2678	58799	50942
2679	58820	50919
2680	58843	50898
2681	58864	50875
2682	58885	50852
2683	58905	50828
2684	58925	50805
2685	58950	50785
2686	58972	50764
2687	58992	50740
2688	59013	50718
2689	59034	50695
2690	59057	50673
2691	59099	50669
2692	59119	50645
2693	59139	50621
2694	59161	50599
2695	59181	50576
2696	59201	50553
2697	59223	50531
2698	59244	50507
2699	59267	50486
2700	59295	50470
2701	59317	50448
2702	59339	50426
2703	59359	50402
2704	59379	50378
2705	59412	50366
2706	59432	50343
2707	59457	50323
2708	59477	50300
2709	59497	50276
2710	59516	50251
2711	59534	50226
2712	59554	50202
2713	59574	50179
2714	59593	50155
2715	59617	50134
2716	59638	50112
2717	59660	50090
2718	59679	50065
2719	59698	50040
2720	59717	50016
2721	59735	49991
2722	59754	49967
2723	59773	49942
2724	59792	49918
2725	59815	49897
2726	59838	49876
2727	59873	49865
2728	59891	49840
2729	59910	49815
2730	59930	49791
2731	59949	49767
2732	59975	49748
2733	59993	49723
2734	60011	49698
2735	60042	49684
2736	60063	49661
2737	60084	49639
2738	60117	49626
2739	60137	49602
2740	60156	49577
2741	60189	49565
2742	60214	49545
2743	60233	49521
2744	60266	49508
2745	60286	49484
2746	60305	49460
2747	60324	49435
2748	60360	49425
2749	60381	49403
2750	60410	49386
2751	60433	49365
2752	60466	49352
2753	60488	49330
2754	60507	49306
2755	60530	49285
2756	60550	49262
2757	60573	49240
2758	60595	49218
2759	60613	49193
2760	60640	49175
2761	60674	49163
2762	60696	49141
2763	60731	49129
2764	60750	49106
2765	60770	49081
2766	60790	49058
2767	60810	49035
2768	60845	49023
2769	60866	49000
2770	60886	48976
2771	60909	48955
2772	60931	48933
2773	60954	48912
2774	60973	48888
2775	60994	48865
2776	61014	48842
2777	61048	48830
2778	61072	48809
2779	61093	48786
2780	61130	48776
2781	61150	48753
2782	61184	48740
2783	61205	48718
2784	61224	48694
2785	61265	48686
2786	61286	48664
2787	61321	48652
2788	61340	48628
2789	61361	48605
2790	61394	48592
2791	61416	48569
2792	61436	48546
2793	61468	48532
2794	61493	48513
2795	61531	48503
2796	61552	48480
2797	61573	48457
2798	61606	48444
2799	61630	48424
2800	61652	48402
2801	61687	48390
2802	61708	48366
2803	61731	48346
2804	61764	48332
2805	61787	48311
2806	61826	48302
2807	61847	48279
2808	61883	48268
2809	61903	48245
2810	61943	48236
2811	61964	48213
2812	61988	48193
2813	62025	48183
2814	62051	48164
2815	62073	48142
2816	62116	48136
2817	62136	48112
2818	62170	48099
2819	62189	48075
2820	62209	48052
2821	62229	48028
2822	62264	48016
2823	62285	47993
2824	62308	47971
2825	62327	47947
2826	62353	47928
2827	62372	47904
2828	62399	47885
2829	62432	47871
2830	62451	47847
2831	62469	47822
2832	62504	47810
2833	62532	47792
2834	62551	47768
2835	62583	47754
2836	62602	47729
2837	62621	47705
2838	62653	47691
2839	62673	47667
2840	62693	47643
2841	62726	47629
2842	62744	47604
2843	62763	47579
2844	62795	47565
2845	62814	47541
2846	62852	47531
2847	62872	47507
2848	62906	47494
2849	62924	47469
2850	62943	47444
2851	62962	47420
2852	62995	47406
2853	63014	47382
2854	63033	47357
2855	63058	47338
2856	63096	47328
2857	63121	47308
2858	63141	47284
2859	63159	47259
2860	63178	47234
2861	63210	47220
2862	63229	47195
2863	63248	47171
2864	63279	47156
2865	63302	47134
2866	63323	47111
2867	63356	47097
2868	63377	47074
2869	63422	47069
2870	63445	47048
2871	63474	47030
2872	63512	47020
2873	63533	46997
2874	63556	46976
2875	63590	46963
2876	63609	46938
2877	63628	46914
2878	63665	46903
2879	63688	46881
2880	63723	46869
2881	63745	46846
2882	63765	46823
2883	63784	46798
2884	63805	46775
2885	63825	46752
2886	63846	46729
2887	63865	46704
2888	63889	46684
2889	63910	46661
2890	63930	46637
2891	63958	46619
2892	63981	46598
2893	64002	46575
2894	64025	46554
2895	64049	46533
2896	64073	46512
2897	64094	46489
2898	64115	46466
2899	64139	46445
2900	64159	46422
2901	64179	46398
2902	64199	46375
2903	64223	46353
2904	64246	46332
2905	64267	46309
2906	64289	46287
2907	64311	46265
2908	64330	46241
2909	64350	46217
2910	64375	46197
2911	64398	46175
2912	64427	46158
2913	64449	46136
2914	64468	46112
2915	64488	46088
2916	64510	46066
2917	64531	46043
2918	64558	46025
2919	64579	46001
2920	64599	45977
2921	64619	45954
2922	64643	45933
2923	64665	45911
2924	64688	45890
2925	64713	45869
2926	64748	45856
2927	64771	45835
2928	64790	45811
2929	64812	45789
2930	64835	45767
2931	64858	45746
2932	64879	45723
2933	64900	45699
2934	64922	45677
2935	64941	45653
2936	64964	45631
2937	64991	45613
2938	65014	45591
2939	65039	45572
2940	65059	45548
2941	65077	45523
2942	65096	45498
2943	65117	45475
2944	65138	45453
2945	65156	45427
2946	65177	45405
2947	65197	45381
2948	65217	45358
2949	65239	45335
2950	65259	45312
2951	65278	45288
2952	65297	45263
2953	65316	45239
2954	65336	45215
2955	65356	45192
2956	65376	45169
2957	65396	45145
2958	65419	45123
2959	65442	45102
2960	65464	45080
2961	65482	45055
2962	65502	45031
2963	65529	45013
2964	65548	44988
2965	65569	44965
2966	65587	44940
2967	65606	44916
2968	65628	44894
2969	65658	44877
2970	65677	44853
2971	65697	44829
2972	65719	44807
2973	65738	44783
2974	65759	44760
2975	65777	44736
2976	65798	44712
2977	65817	44688
2978	65837	44664
2979	65856	44641
2980	65875	44616
2981	65892	44591
2982	65911	44567
2983	65944	44552
2984	65963	44527
2985	65982	44503
2986	65999	44478
2987	66021	44456
2988	66043	44433
2989	66061	44409
2990	66080	44385
2991	66101	44362
2992	66120	44338
2993	66140	44314
2994	66161	44291
2995	66180	44267
2996	66200	44244
2997	66221	44221
2998	66240	44197
2999	66260	44173
3000	66282	44151
3001	66304	44129
3002	66325	44106
3003	66347	44084
3004	66367	44061
3005	66388	44037
3006	66409	44015
3007	66432	43994
3008	66454	43971
3009	66475	43948
3010	66497	43926
3011	66519	43904
3012	66539	43881
3013	66562	43859
3014	66584	43837
3015	66605	43815
3016	66632	43795
3017	66654	43774
3018	66675	43750
3019	66695	43727
3020	66716	43704
3021	66737	43681
3022	66759	43659
3023	66781	43637
3024	66804	43615
3025	66825	43593
3026	66846	43570
3027	66866	43547
3028	66886	43523
3029	66907	43500
3030	66927	43477
3031	66948	43454
3032	66971	43433
3033	67001	43416
3034	67022	43393
3035	67050	43375
3036	67071	43352
3037	67091	43328
3038	67111	43305
3039	67132	43283
3040	67154	43260
3041	67174	43237
3042	67198	43216
3043	67217	43192
3044	67238	43169
3045	67266	43151
3046	67289	43129
3047	67310	43106
3048	67331	43084
3049	67352	43061
3050	67372	43038
3051	67398	43018
3052	67419	42995
3053	67439	42972
3054	67457	42947
3055	67478	42924
3056	67499	42901
3057	67517	42877
3058	67537	42854
3059	67558	42831
3060	67579	42808
3061	67604	42788
3062	67626	42765
3063	67648	42743
3064	67669	42721
3065	67691	42698
3066	67712	42676
3067	67734	42653
3068	67755	42631
3069	67776	42608
3070	67798	42586
3071	67820	42564
3072	67842	42542
3073	67864	42520
3074	67892	42501
3075	67911	42478
3076	67932	42454
3077	67950	42430
3078	67971	42407
3079	67997	42387
3080	68015	42363
3081	68035	42339
3082	68055	42316
3083	68074	42292
3084	68095	42269
3085	68115	42246
3086	68143	42228
3087	68160	42203
3088	68177	42177
3089	68197	42154
3090	68216	42130
3091	68234	42106
3092	68253	42082
3093	68273	42058
3094	68294	42035
3095	68313	42011
3096	68332	41988
3097	68350	41963
3098	68369	41939
3099	68389	41915
3100	68408	41892
3101	68430	41870
3102	68450	41846
3103	68470	41823
3104	68488	41799
3105	68509	41776
3106	68528	41752
3107	68546	41727
3108	68565	41703
3109	68583	41679
3110	68607	41658
3111	68627	41635
3112	68646	41611
3113	68665	41587
3114	68682	41562
3115	68701	41538
3116	68721	41515
3117	68739	41490
3118	68757	41465
3119	68778	41443
3120	68798	41419
3121	68816	41395
3122	68836	41372
3123	68857	41349
3124	68877	41326
3125	68898	41304
3126	68920	41281
3127	68939	41258
3128	68959	41234
3129	68978	41210
3130	68996	41186
3131	69016	41162
3132	69035	41139
3133	69056	41116
3134	69076	41093
3135	69095	41069
3136	69114	41045
3137	69136	41023
3138	69157	41001
3139	69176	40977
3140	69196	40953
3141	69216	40930
3142	69238	40908
3143	69260	40886
3144	69282	40864
3145	69304	40842
3146	69327	40820
3147	69356	40803
3148	69378	40780
3149	69397	40757
3150	69419	40735
3151	69441	40713
3152	69463	40690
3153	69483	40667
3154	69502	40644
3155	69524	40622
3156	69544	40598
3157	69563	40575
3158	69585	40552
3159	69606	40530
3160	69628	40508
3161	69651	40486
3162	69676	40466
3163	69703	40447
3164	69723	40424
3165	69744	40401
3166	69767	40380
3167	69788	40357
3168	69810	40335
3169	69831	40312
3170	69853	40290
3171	69874	40268
3172	69897	40246
3173	69917	40223
3174	69938	40200
3175	69958	40177
3176	69978	40154
3177	69998	40131
3178	70018	40108
3179	70041	40086
3180	70062	40063
3181	70084	40041
3182	70105	40019
3183	70125	39996
3184	70145	39973
3185	70166	39950
3186	70188	39928
3187	70211	39906
3188	70235	39886
3189	70260	39865
3190	70283	39844
3191	70305	39821
3192	70324	39798
3193	70346	39776
3194	70367	39754
3195	70387	39730
3196	70407	39707
3197	70428	39684
3198	70449	39662
3199	70469	39639
3200	70493	39618
3201	70514	39595
3202	70534	39572
3203	70557	39550
3204	70578	39528
3205	70608	39510
3206	70630	39488
3207	70651	39465
3208	70672	39443
3209	70701	39425
3210	70728	39405
3211	70748	39383
3212	70767	39359
3213	70788	39336
3214	70809	39313
3215	70830	39291
3216	70859	39273
