iter	MultiClass
191	0.4612139744
192	0.4604611114
193	0.4600981263
194	0.4595962065
195	0.459129617
196	0.4587975921
197	0.4582726789
198	0.457773213
199	0.4572700494
200	0.4570237116
201	0.4564727461
202	0.4560172834
203	0.4554095069
204	0.4549449008
205	0.4542785316
206	0.4537842762
207	0.4533611857
208	0.4529304981
209	0.4522175372
210	0.4518460472
211	0.4511588362
212	0.450819147
213	0.4502651896
214	0.4499524603
215	0.4495893071
216	0.4491183812
217	0.4482870249
218	0.4476122181
219	0.4474307592
220	0.4470524452
221	0.4466061261
222	0.4459603299
223	0.4453691597
224	0.4450504468
225	0.4446381471
226	0.4442571774
227	0.4438052109
228	0.4434835061
229	0.4430107313
230	0.442501147
231	0.4420917718
232	0.4414756922
233	0.4411166065
234	0.4402581894
235	0.4398861952
236	0.4394308334
237	0.4387152841
238	0.4382694693
239	0.4379462855
240	0.4375393979
241	0.4372929593
242	0.4367383968
243	0.4359037798
244	0.4354595449
245	0.43511878
246	0.4344478054
247	0.434152422
248	0.4336875805
249	0.4333537068
250	0.4330103534
251	0.4327173904
252	0.4323841218
253	0.432014716
254	0.4316798002
255	0.4313510025
256	0.4310893695
257	0.4307722366
258	0.4303550961
259	0.4300016243
260	0.4297593205
261	0.4292614345
262	0.4288718928
263	0.4285638026
264	0.4281329132
265	0.427849329
266	0.4273784702
267	0.4269003841
268	0.4265763935
269	0.426157505
270	0.4258583902
271	0.4255890592
272	0.4253135428
273	0.4247291966
274	0.4245280051
275	0.4239800649
276	0.4235425196
277	0.423148507
278	0.4228476778
279	0.4224345712
280	0.421743528
281	0.4215204525
282	0.4212794261
283	0.421040383
284	0.420618301
285	0.4201586364
286	0.4198947511
287	0.4195259168
288	0.419218835
289	0.4190065167
290	0.4183918152
291	0.4181514275
292	0.417801956
293	0.4173163063
294	0.4169665995
295	0.4163240976
296	0.4160881472
297	0.4156938657
298	0.4154049029
299	0.4148634506
300	0.4145975484
301	0.414394508
302	0.4140184127
303	0.4137359042
304	0.413415813
305	0.4132017466
306	0.4129669055
307	0.4126551511
308	0.4124193015
309	0.4120326508
310	0.4117626138
311	0.4115353027
312	0.4112645597
313	0.4108433518
314	0.4104042601
315	0.4101646456
316	0.4097726835
317	0.4095181771
318	0.4091584191
319	0.4088454881
320	0.4085861074
321	0.4082138779
322	0.408072859
323	0.4077683656
324	0.4075157081
325	0.4071313768
326	0.4068690043
327	0.4066331547
328	0.4063368636
329	0.4061842808
330	0.406002284
331	0.4058174971
332	0.4055332405
333	0.4052638759
334	0.4048062282
335	0.4044322171
336	0.4040860399
337	0.4035835486
338	0.403313478
339	0.4030656947
340	0.4027487971
341	0.4023367999
342	0.4019007673
343	0.401434951
344	0.4012501977
345	0.4009126598
346	0.4006909626
347	0.4004670467
348	0.4002331468
349	0.4000015665
350	0.3997598678
351	0.3996059739
352	0.399164193
353	0.3988129734
354	0.3985645851
355	0.3981658662
356	0.3978990228
357	0.3975144562
358	0.3972252917
359	0.3967991422
360	0.3965212391
361	0.3962542948
362	0.3960085957
363	0.395815741
364	0.3955122897
365	0.3952995007
366	0.3948356005
367	0.3944200064
368	0.3941663404
369	0.3938783525
370	0.3935942976
371	0.3934361681
372	0.3932573312
373	0.3930537194
374	0.3927667399
375	0.3924980812
376	0.392314807
377	0.3919632849
378	0.3916954666
379	0.3913882167
380	0.3909713788
381	0.3908100895
382	0.3905552133
383	0.3903353985
384	0.3901753529
385	0.389785307
386	0.3896128907
387	0.3894109597
388	0.3890630345
389	0.388861406
390	0.3885982266
391	0.3883306436
392	0.3882067352
393	0.387874307
394	0.3874664782
395	0.3871616487
396	0.3870124946
397	0.386719498
398	0.3864953467
399	0.3861286639
400	0.3858538534
401	0.3856337025
402	0.3852038216
403	0.384932877
404	0.3846897328
405	0.3842210255
406	0.384007228
407	0.3837578312
408	0.3835594634
409	0.3834577079
410	0.3832652902
411	0.3830280623
412	0.3828111722
413	0.3826406384
414	0.3824242861
415	0.382192773
416	0.3819696975
417	0.3817038625
418	0.3814627688
419	0.3812158932
420	0.3809147279
421	0.38063111
422	0.380398454
423	0.3802394505
424	0.3800451839
425	0.3798931725
426	0.379658634
427	0.3793760246
428	0.379013174
429	0.3788559857
430	0.3786034963
431	0.3782858255
432	0.3781693126
433	0.3779141338
434	0.3776910919
435	0.3774985061
436	0.3772538828
437	0.3770634484
438	0.3768569455
439	0.3766676541
440	0.3764558063
441	0.3761412954
442	0.3758826542
443	0.3755884137
444	0.3754331416
445	0.3750141187
446	0.3747132895
447	0.3745576476
448	0.3743085534
449	0.3740926717
450	0.3739557875
451	0.3736415791
452	0.3733816269
453	0.3731378104
454	0.3728681095
455	0.3727642026
456	0.3725948118
457	0.3722899151
458	0.3720398123
459	0.3718486384
460	0.3716416313
461	0.3714761735
462	0.3712648636
463	0.3710004069
464	0.37077955
465	0.3705070591
466	0.3701339219
467	0.370013476
468	0.3696924436
469	0.3694770661
470	0.3692579573
471	0.3690251332
472	0.3688952075
473	0.368748373
474	0.3684548048
475	0.3683329806
476	0.3681406637
477	0.3680147719
478	0.3677702494
479	0.3675240126
480	0.3672790867
481	0.367124655
482	0.366948104
483	0.366766645
484	0.3666430055
485	0.3664650426
486	0.3662830458
487	0.3659954613
488	0.3657440476
489	0.36541051
490	0.3651826611
491	0.3650131358
492	0.3648322483
493	0.364686792
494	0.364411511
495	0.3641534413
496	0.3639562837
497	0.3637655131
498	0.3636261413
499	0.3634117387
500	0.3632165981
501	0.3629125081
502	0.3627389153
503	0.3625122765
504	0.3622851671
505	0.3620748657
506	0.3618928353
507	0.3616118731
508	0.3613875874
509	0.3612079437
510	0.3610864893
511	0.3609696402
512	0.3608090568
513	0.3604116153
514	0.3602249123
515	0.3600719933
516	0.3597777192
517	0.3594712425
518	0.3593349634
519	0.3591120896
520	0.3589366143
521	0.3587156902
522	0.358591412
523	0.3583896154
524	0.3581830453
525	0.3579479353
526	0.3577085897
527	0.357556175
528	0.3573975749
529	0.3570892829
530	0.3568253976
531	0.356605751
532	0.35646648
533	0.3563060983
534	0.3561746599
535	0.355951181
536	0.3557746972
537	0.3555789515
538	0.3554114096
539	0.3551758962
540	0.3550302718
541	0.3547667227
542	0.3545748428
543	0.3544347651
544	0.3542218753
545	0.3539585279
546	0.3536838855
547	0.353521554
548	0.3533746859
549	0.3531138933
550	0.3528351498
551	0.3526571196
552	0.3523610639
553	0.3522459292
554	0.3521118352
555	0.3519688665
556	0.3518522864
557	0.3517250836
558	0.3514665769
559	0.351179631
560	0.3510179047
561	0.3509077116
562	0.3507232944
563	0.3504701326
564	0.3502618481
565	0.3500815321
566	0.3498563388
567	0.3497464819
568	0.3495368528
569	0.3493565032
570	0.3491706405
571	0.3489761386
572	0.3488011675
573	0.3486884196
574	0.3483364941
575	0.3482062323
576	0.348141488
577	0.3480342867
578	0.3478998228
579	0.347633887
580	0.3473995165
581	0.3472216209
582	0.3470581128
583	0.3468270704
584	0.3465206273
585	0.3463629012
586	0.3462294795
587	0.3460836198
588	0.3459541984
589	0.3456440239
590	0.3455046858
591	0.3453133101
592	0.345120052
593	0.3450362474
594	0.3448970101
595	0.3447107777
596	0.3445558081
597	0.3441997815
598	0.3440397023
599	0.34377101
600	0.3434977458
601	0.3432122455
602	0.3429650338
603	0.3428447895
604	0.3426311601
605	0.3422923784
606	0.3420357878
607	0.3418389664
608	0.3416054027
609	0.3412979848
610	0.3411614367
611	0.3410255274
612	0.3407485655
613	0.3405263977
614	0.3403410393
615	0.3402244927
616	0.3400479081
617	0.3398995273
618	0.3397323551
619	0.3396181617
620	0.3395035313
621	0.3393811356
622	0.3391734226
623	0.3389005282
624	0.3387036732
625	0.3385699153
626	0.338452293
627	0.3383127532
628	0.3381669272
629	0.3378580301
630	0.337716675
631	0.3376030195
632	0.3374474784
633	0.3373397729
634	0.3371009315
635	0.3369535928
636	0.3366930355
637	0.3365195435
638	0.3364267635
639	0.3362149157
640	0.3360665349
641	0.3358612422
642	0.3357603943
643	0.3356323511
644	0.3354491105
645	0.3353088312
646	0.3351492898
647	0.3349887736
648	0.334873807
649	0.3346682455
650	0.334535328
651	0.334321396
652	0.334160947
653	0.3339696386
654	0.3338371917
655	0.3336700196
656	0.3335743822
657	0.3333344315
658	0.3331685703
659	0.33297148
660	0.3328155019
661	0.3326018053
662	0.3324521806
663	0.3322501487
664	0.3321330307
665	0.3319268977
666	0.3317787521
667	0.3316416999
668	0.3313827225
669	0.3312161218
670	0.3310344276
671	0.330833505
672	0.3307406577
673	0.3305659556
674	0.3303365267
675	0.3302654962
676	0.3301383942
677	0.3300120991
678	0.3298938045
679	0.3297037735
680	0.3295633932
681	0.3294169957
682	0.3292300574
683	0.3289988468
684	0.3287880412
685	0.3286216758
686	0.3284448895
687	0.328284575
688	0.3281408331
689	0.3279679126
690	0.3278688464
691	0.3276579399
692	0.3275413261
693	0.3274022233
694	0.3272512876
695	0.3270157742
696	0.3269229942
697	0.3266653279
698	0.326565791
699	0.3263880298
700	0.3262552468
701	0.3261527853
702	0.3260345916
703	0.3258439555
704	0.3257058948
705	0.3255963404
706	0.3254562291
707	0.3253350435
708	0.3252005461
709	0.3250988578
710	0.3250058088
711	0.324853226
712	0.3246872976
713	0.3245519598
714	0.324431413
715	0.324332145
716	0.3241406013
717	0.3240332319
718	0.3238956754
719	0.3236999969
720	0.3236054016
721	0.3234793754
722	0.3233393985
723	0.3231667134
724	0.3230602516
725	0.3229794725
726	0.3229024583
727	0.3227486989
728	0.3226736345
729	0.322566534
730	0.3224742246
731	0.3222767309
732	0.3221428049
733	0.3220029961
734	0.3218971731
735	0.3217590115
736	0.3216432718
737	0.3214840666
738	0.3214148513
739	0.3212845559
740	0.3211815229
741	0.3210799019
742	0.3208564566
743	0.3207361787
744	0.3205442652
745	0.3204395179
746	0.3202992049
747	0.32021298
748	0.3200041576
749	0.3198851907
750	0.3197885785
751	0.3196168345
752	0.3194312408
753	0.3193110302
754	0.3190320513
755	0.3188952008
756	0.318786117
757	0.3185704706
758	0.3184257203
759	0.3182771041
760	0.3180853923
761	0.3179078328
762	0.3177726967
763	0.3176266353
764	0.3175109292
765	0.3173559597
766	0.3171395065
767	0.3170095136
768	0.3168106752
769	0.316557816
770	0.3164552537
771	0.3163623728
772	0.3162020919
773	0.315959183
774	0.3158386025
775	0.315674523
776	0.3155970046
777	0.3154841222
778	0.315326497
779	0.3151689054
780	0.3149920855
781	0.3148921116
782	0.314606813
783	0.3143932172
784	0.3141938073
785	0.3139776231
786	0.3138734472
787	0.3137817429
788	0.3136265044
789	0.3135486834
790	0.3134326748
791	0.3132851343
792	0.3131339634
793	0.3129611101
794	0.3128468495
795	0.3126986367
796	0.3125866283
797	0.3124568707
798	0.3122329212
799	0.3120750607
800	0.3119713554
801	0.311880189
802	0.3118024016
803	0.3116158667
804	0.3114782093
805	0.3113821349
806	0.3111888768
807	0.3110405296
808	0.3108608186
809	0.3107740895
810	0.3106578119
811	0.3105046239
812	0.3104191722
813	0.3101772381
814	0.3100627086
815	0.3099685839
816	0.3098313971
817	0.3097062449
818	0.3095143987
819	0.3094544614
820	0.3093679675
821	0.3093052402
822	0.3092031149
823	0.3091024351
824	0.3090178237
825	0.3089293465
826	0.308658133
827	0.3085510998
828	0.308425645
829	0.3083236878
830	0.3081913082
831	0.3080792325
832	0.307941239
833	0.3077449555
834	0.3075561682
835	0.3074301084
836	0.3073239828
837	0.3071024536
838	0.3069254992
839	0.3068160457
840	0.306712206
841	0.3065558918
842	0.306462742
843	0.3063397748
844	0.3062647776
845	0.306111388
846	0.305974571
847	0.305904112
848	0.3057168038
849	0.3055417992
850	0.3053602394
851	0.3052622825
852	0.3051935042
853	0.3050352067
854	0.3049421241
855	0.3048144171
856	0.3047119892
857	0.3045754076
858	0.3044478014
859	0.3043548869
860	0.3042907813
861	0.304146468
862	0.3040054826
863	0.3038894403
864	0.3037420007
865	0.303641926
866	0.3035354307
867	0.3033889996
868	0.3033147755
869	0.3031248118
870	0.3029670521
871	0.3027625326
872	0.302656407
873	0.3025367342
874	0.3023925553
875	0.3023221971
876	0.3022397372
877	0.3020817422
878	0.3018885513
879	0.3017209085
880	0.3016059755
881	0.3014806216
882	0.3013936235
883	0.3012684713
884	0.301189104
885	0.3011330326
886	0.3010558167
887	0.3009932574
888	0.3007552565
889	0.3006177672
890	0.3005246174
891	0.3004400396
892	0.3003244007
893	0.3002262085
894	0.3001120487
895	0.3000293198
896	0.2999581549
897	0.2997403571
898	0.2996733941
899	0.2995440735
900	0.299421308
901	0.2993099047
902	0.2992424711
903	0.2991262607
904	0.2990481036
905	0.2989546849
906	0.2988041526
907	0.2987463332
908	0.2986445104
909	0.2984793216
910	0.2983881551
911	0.2983130907
912	0.2981072938
913	0.2979941425
914	0.297812818
915	0.2977126425
916	0.2975836244
917	0.2973742642
918	0.2972430947
919	0.2971472556
920	0.297048929
921	0.2968802441
922	0.2967534783
923	0.2966972724
924	0.2965423365
925	0.296488282
926	0.2963481035
927	0.296241709
928	0.2961255994
929	0.2960113052
930	0.2959193319
931	0.2957314523
932	0.2956741035
933	0.2955743986
934	0.2955054859
935	0.2954385565
936	0.2953527013
937	0.2952139683
938	0.2951307352
939	0.295033417
940	0.2949040964
941	0.2947595141
942	0.294670331
943	0.2945542551
944	0.2943799227
945	0.2942825709
946	0.2941788321
947	0.2940532092
948	0.2938827763
949	0.293790366
950	0.2936981575
951	0.2936375143
952	0.2935839304
953	0.2935173708
954	0.2934547443
955	0.2933254573
956	0.2931861864
957	0.2930948855
958	0.292983415
959	0.2929094935
960	0.2927934512
961	0.2927013435
962	0.2925538366
963	0.2924364833
964	0.2923358708
965	0.2922236943
966	0.2921078537
967	0.2920093926
968	0.291849784
969	0.2917324643
970	0.2916212963
971	0.2915059264
972	0.2913936491
973	0.2912961292
974	0.2911933652
975	0.2911032072
976	0.2909920728
977	0.2908687695
978	0.2908212365
979	0.2907649634
980	0.290614532
981	0.2905386272
982	0.2904556294
983	0.2903311831
984	0.2902093588
985	0.2901318068
986	0.2900314632
987	0.2899615756
988	0.2898905115
989	0.2897611237
990	0.2896685453
991	0.2895458807
992	0.2893861376
993	0.289315376
994	0.2891709283
995	0.2891105876
996	0.2889386756
997	0.2887637382
998	0.2886349218
999	0.2885638913
1000	0.2884587406
1001	0.2883719106
1002	0.2882879715
1003	0.2881476249
1004	0.2880554835
1005	0.2880064715
1006	0.2879083465
1007	0.2878348956
1008	0.2877218452
1009	0.2876484279
1010	0.287499442
1011	0.2874005438
1012	0.2873169409
1013	0.2871948142
1014	0.2870790744
1015	0.286951401
1016	0.2868206349
1017	0.2866875157
1018	0.2865935927
1019	0.2865292182
1020	0.2864325051
1021	0.286298848
1022	0.2862516512
1023	0.2860929167
1024	0.2859779165
1025	0.2858035841
1026	0.2856847853
1027	0.2855844753
1028	0.2854524654
1029	0.2853082193
1030	0.2852331885
1031	0.2851421229
1032	0.28501055
1033	0.284946915
1034	0.2848414281
1035	0.2847575899
1036	0.2846240001
1037	0.2845658781
1038	0.2845115547
1039	0.2843459289
1040	0.2842725453
1041	0.2841943546
1042	0.2841248031
1043	0.2840508144
1044	0.2839344696
1045	0.2838675066
1046	0.2837975854
1047	0.2836684665
1048	0.283578174
1049	0.2834952435
1050	0.2833930846
1051	0.2833106582
1052	0.2831507808
1053	0.283050101
1054	0.2829418912
1055	0.2827953928
1056	0.2827461455
1057	0.282640625
1058	0.2825342305
1059	0.2824550313
1060	0.2823627891
1061	0.2823106843
1062	0.2821972977
1063	0.2820553375
1064	0.2819707093
1065	0.2818998805
1066	0.2818065122
1067	0.2817335656
1068	0.2816439454
1069	0.2815249953
1070	0.281365017
1071	0.2813016845
1072	0.2812284858
1073	0.2811736077
1074	0.2811197045
1075	0.2809886023
1076	0.2809048986
1077	0.2808591977
1078	0.2807049677
1079	0.2805757479
1080	0.2804214002
1081	0.2803010383
1082	0.2802004257
1083	0.2801523213
1084	0.2800941993
1085	0.2799855189
1086	0.2798503828
1087	0.279809573
1088	0.2797289787
1089	0.2796646714
1090	0.2795323086
1091	0.2794722368
1092	0.2793468829
1093	0.2792282858
1094	0.2791622809
1095	0.2790506759
1096	0.2789906546
1097	0.2789005302
1098	0.2788412653
1099	0.2787498131
1100	0.2787028348
1101	0.2785434952
1102	0.2784732042
1103	0.2783598176
1104	0.278264365
1105	0.2781385573
1106	0.2780915622
1107	0.2780445335
1108	0.2779459379
1109	0.2777934727
1110	0.2777212824
1111	0.2776451591
1112	0.2775515555
1113	0.2774649944
1114	0.2773884508
1115	0.2773285808
1116	0.2772546257
1117	0.2772140176
1118	0.2771481303
1119	0.2770253144
1120	0.2769567715
1121	0.276869723
1122	0.2768122901
1123	0.2767006347
1124	0.2766064764
1125	0.276536572
1126	0.2764357241
1127	0.2763792157
1128	0.2762620473
1129	0.2761793352
1130	0.2760502499
1131	0.2759367793
1132	0.2758598996
1133	0.2757425127
1134	0.275626941
1135	0.2755060076
1136	0.2753871079
1137	0.275268057
1138	0.2752206417
1139	0.2751620323
1140	0.2750414518
1141	0.2749254264
1142	0.2748512359
1143	0.2747222851
1144	0.2745650969
1145	0.2744578788
1146	0.2743472655
1147	0.2742792436
1148	0.2742149195
1149	0.2741646972
1150	0.274026149
1151	0.273914023
1152	0.2738080319
1153	0.2737217397
1154	0.2736911492
1155	0.2735976968
1156	0.2735140267
1157	0.2733934967
1158	0.2732606464
1159	0.2731704044
1160	0.2731015085
1161	0.2730215025
1162	0.2729110237
1163	0.2728275384
1164	0.2727220516
1165	0.2726444491
1166	0.2725980759
1167	0.2725174144
1168	0.2723979937
1169	0.2723393507
1170	0.2721834062
1171	0.272136159
1172	0.2720958031
1173	0.2719870218
1174	0.2719179746
1175	0.271858945
1176	0.2718118323
1177	0.2716936554
1178	0.2716319869
1179	0.2715378622
1180	0.2714643273
1181	0.2713977173
1182	0.2713365194
1183	0.2712027279
1184	0.2711295628
1185	0.2710285132
1186	0.2709297663
1187	0.2708360618
1188	0.2707352308
1189	0.2706432407
1190	0.2705889509
1191	0.2704915151
1192	0.2703951213
1193	0.2703158044
1194	0.2702473792
1195	0.2701198066
1196	0.2700333632
1197	0.2699120096
1198	0.2698133467
1199	0.2697063639
1200	0.2696283581
1201	0.2695514448
1202	0.269498903
1203	0.2694411004
1204	0.2693709103
1205	0.2692690035
1206	0.2691867453
1207	0.2691011422
1208	0.2690568868
1209	0.2690143962
1210	0.2689129265
1211	0.2688344332
1212	0.2687706133
1213	0.2686649415
1214	0.2685818597
1215	0.2685031143
1216	0.2684369413
1217	0.268362919
1218	0.2682790303
1219	0.2681700306
1220	0.268097521
1221	0.268017868
1222	0.2679237433
1223	0.2678502252
1224	0.2678110962
1225	0.2677518313
1226	0.2676727497
1227	0.2676129133
1228	0.267574776
1229	0.2674822481
1230	0.2674372867
1231	0.2674065954
1232	0.2673103025
1233	0.2672340447
1234	0.2671384241
1235	0.2670498964
1236	0.2669929006
1237	0.2668571761
1238	0.2667860112
1239	0.2667368982
1240	0.2666733473
1241	0.2665192181
1242	0.2664580707
1243	0.2664032431
1244	0.2663662487
1245	0.2663063619
1246	0.2662492988
1247	0.2661555439
1248	0.2661100951
1249	0.2659241484
1250	0.2658690687
1251	0.265795164
1252	0.2657151412
1253	0.2656395725
1254	0.2655351277
1255	0.265431641
1256	0.2653732837
1257	0.2652918827
1258	0.2652064477
1259	0.265151536
1260	0.265086069
1261	0.2650106684
1262	0.2649733042
1263	0.2649211995
1264	0.2648194104
1265	0.264726479
1266	0.2646684579
1267	0.2646324888
1268	0.2645475917
1269	0.2644894697
1270	0.2644147247
1271	0.2643741166
1272	0.2643047332
1273	0.2642424765
1274	0.2642085076
1275	0.2641343003
1276	0.2640829351
1277	0.2640174176
1278	0.2639330416
1279	0.2637895014
1280	0.263701747
1281	0.2635787798
1282	0.2635455504
1283	0.2634891092
1284	0.2634228354
1285	0.2633564102
1286	0.263242906
1287	0.2631399907
1288	0.2630628925
1289	0.2629869877
1290	0.2628991828
1291	0.2628153782
1292	0.2627568528
1293	0.2627062776
1294	0.262598051
1295	0.262523474
1296	0.2624814541
1297	0.2623511754
1298	0.2622920282
1299	0.2622249307
1300	0.2620592881
1301	0.2619665416
1302	0.2618855776
1303	0.2618115889
1304	0.2617765779
1305	0.261704875
1306	0.2616122462
1307	0.2615362406
1308	0.2614655126
1309	0.261399474
1310	0.2613163754
1311	0.2612058293
1312	0.2611267982
1313	0.2609979482
1314	0.2609046135
1315	0.2607952272
1316	0.2607267179
1317	0.2606580068
1318	0.2605976158
1319	0.2605316276
1320	0.2604822122
1321	0.2604355028
1322	0.2603808601
1323	0.260339378
1324	0.2602734739
1325	0.260234513
1326	0.2601448928
1327	0.2599897216
1328	0.2598668889
1329	0.2597782268
1330	0.2596401156
1331	0.2595833887
1332	0.2595216698
1333	0.2594477147
1334	0.2593474215
1335	0.2592595494
1336	0.2592139157
1337	0.2591373049
1338	0.259080662
1339	0.2589906217
1340	0.2589366008
1341	0.2588592169
1342	0.2587889764
1343	0.2586604457
1344	0.2586136019
1345	0.2585506056
1346	0.2584929206
1347	0.2583889969
1348	0.2583334297
1349	0.2582677609
1350	0.2581867969
1351	0.2580972104
1352	0.258011019
1353	0.2579765795
1354	0.2578690757
1355	0.2577467808
1356	0.2576943063
1357	0.257594198
1358	0.2574883413
1359	0.2574212607
1360	0.2573007306
1361	0.2572562399
1362	0.2571431222
1363	0.2570920596
1364	0.2570432996
1365	0.2569793621
1366	0.2568850357
1367	0.2568273507
1368	0.2567480171
1369	0.2566939962
1370	0.2566341262
1371	0.2565518679
1372	0.2564867874
1373	0.2564003944
1374	0.2563310783
1375	0.2562770911
1376	0.2561741758
1377	0.2561085239
1378	0.2560695126
1379	0.2559438057
1380	0.2558482691
1381	0.2557728013
1382	0.2556739536
1383	0.2556334632
1384	0.255604856
1385	0.2555713577
1386	0.2555007473
1387	0.2554135812
1388	0.2553491562
1389	0.2553208179
1390	0.2552713352
1391	0.2551940522
1392	0.2551446199
1393	0.2550468647
1394	0.2549841205
1395	0.254899341
1396	0.2548526821
1397	0.2547906775
1398	0.2547079822
1399	0.2546066805
1400	0.2545140013
1401	0.2544309531
1402	0.2543660575
1403	0.2543065404
1404	0.2542508052
1405	0.2541939774
1406	0.2540998023
1407	0.2540128882
1408	0.2539828524
1409	0.2539197384
1410	0.2538355977
1411	0.2537673909
1412	0.2536451296
1413	0.2535635605
1414	0.2535164309
1415	0.2534397866
1416	0.2533868918
1417	0.2532903804
1418	0.2532565292
1419	0.2531989618
1420	0.2531048876
1421	0.2530355378
1422	0.2529946945
1423	0.2529647258
1424	0.2528617097
1425	0.2528017389
1426	0.252716556
1427	0.2526624679
1428	0.2525967992
1429	0.2525490309
1430	0.2524501327
1431	0.2523506295
1432	0.2523079372
1433	0.252235478
1434	0.2521704816
1435	0.2520962912
1436	0.2520128395
1437	0.2519743325
1438	0.2519047474
1439	0.2518166904
1440	0.2517355079
1441	0.2516500561
1442	0.2516033131
1443	0.2515067513
1444	0.2514480914
1445	0.251383532
1446	0.2512834405
1447	0.2512224611
1448	0.2511683058
1449	0.2511097973
1450	0.2510600456
1451	0.2509575842
1452	0.2508583499
1453	0.2507460894
1454	0.2506737983
1455	0.250599591
1456	0.2505121559
1457	0.2504117619
1458	0.2503754566
1459	0.2503105106
1460	0.2502396146
1461	0.2501406156
1462	0.2500891495
1463	0.249996151
1464	0.2499054383
1465	0.2498350297
1466	0.2497566877
1467	0.2496998599
1468	0.2496499234
1469	0.2495601184
1470	0.2495010719
1471	0.2494372857
1472	0.2493640029
1473	0.249330908
1474	0.2492718279
1475	0.2491381204
1476	0.24908573
1477	0.2490314738
1478	0.2489975385
1479	0.2489493332
1480	0.2489014473
1481	0.2488054233
1482	0.2487719922
1483	0.2486834478
1484	0.2485840286
1485	0.2484809116
1486	0.2483958465
1487	0.2483781813
1488	0.248287351
1489	0.2482215645
1490	0.2481534418
1491	0.2481116403
1492	0.2480492155
1493	0.2479874126
1494	0.2479527377
1495	0.2479158946
1496	0.2478644454
1497	0.2477556473
1498	0.247725746
1499	0.2476717419
1500	0.2476195531
1501	0.2475519178
1502	0.2475005863
1503	0.2474156051
1504	0.2472765023
1505	0.2472022782
1506	0.2471438537
1507	0.2470788741
1508	0.246983909
1509	0.2469387627
1510	0.2468499326
1511	0.2467754396
1512	0.2467262595
1513	0.2466805418
1514	0.2466006366
