iter	MultiClass
1515	0.2465629868
1516	0.2464854347
1517	0.2463786368
1518	0.2463341125
1519	0.2462717213
1520	0.2462095486
1521	0.2461347867
1522	0.2460602097
1523	0.2459620175
1524	0.2458815241
1525	0.245829184
1526	0.2457896012
1527	0.2457330424
1528	0.2456580788
1529	0.2455741229
1530	0.2455256823
1531	0.2454375245
1532	0.2454062616
1533	0.2453061029
1534	0.2452422326
1535	0.245142057
1536	0.2450572608
1537	0.2449818265
1538	0.2449080731
1539	0.2448223356
1540	0.2447668525
1541	0.2447307994
1542	0.24468925
1543	0.2446198331
1544	0.2445508363
1545	0.2444870837
1546	0.2444147253
1547	0.2443571916
1548	0.2443010193
1549	0.2441831282
1550	0.2440759773
1551	0.2439688601
1552	0.243867945
1553	0.2438301102
1554	0.2437582393
1555	0.2436604336
1556	0.2436183297
1557	0.2435622246
1558	0.2435327602
1559	0.2434756299
1560	0.2433790849
1561	0.2433249464
1562	0.243249529
1563	0.2431700104
1564	0.2430709946
1565	0.2430152426
1566	0.2429622134
1567	0.2429191681
1568	0.2428620378
1569	0.2428044705
1570	0.2426722589
1571	0.2426090777
1572	0.2425149531
1573	0.2424681596
1574	0.2423908597
1575	0.242301206
1576	0.24227433
1577	0.2422364785
1578	0.2421889959
1579	0.2421351768
1580	0.2420819963
1581	0.2420514898
1582	0.2420087976
1583	0.2419616008
1584	0.2419345063
1585	0.2418356081
1586	0.2418028158
1587	0.2417266588
1588	0.2416689066
1589	0.2415751853
1590	0.2415223915
1591	0.2414240312
1592	0.2413796077
1593	0.2413319402
1594	0.2412540521
1595	0.2412086705
1596	0.2411723653
1597	0.2411251685
1598	0.2410682062
1599	0.2409697451
1600	0.2408824108
1601	0.2408045899
1602	0.2407041622
1603	0.2406460402
1604	0.2405728415
1605	0.2405413601
1606	0.2404813388
1607	0.2404246455
1608	0.2403745409
1609	0.2403360002
1610	0.2403046366
1611	0.2402621628
1612	0.2402007632
1613	0.2401530622
1614	0.2401316488
1615	0.2400677953
1616	0.2400171361
1617	0.2399792341
1618	0.2399076321
1619	0.2398672929
1620	0.239822029
1621	0.2397355184
1622	0.2397029781
1623	0.2396567898
1624	0.2395826498
1625	0.2395184601
1626	0.2394453622
1627	0.2393904338
1628	0.2393535234
1629	0.2392526756
1630	0.2391809727
1631	0.2391420454
1632	0.2390571147
1633	0.2389646876
1634	0.2389258612
1635	0.2388584612
1636	0.2387450914
1637	0.2386960625
1638	0.2386526475
1639	0.2385760704
1640	0.2384738106
1641	0.2383644579
1642	0.2382988732
1643	0.2382679297
1644	0.2381759228
1645	0.2381184899
1646	0.2380220794
1647	0.2379566459
1648	0.2378605547
1649	0.237837679
1650	0.2377775905
1651	0.2377276204
1652	0.2376587917
1653	0.2375964173
1654	0.2375323789
1655	0.2374801901
1656	0.237413849
1657	0.2373438102
1658	0.2372678885
1659	0.237240189
1660	0.2371448373
1661	0.2371177092
1662	0.2370788324
1663	0.2370321902
1664	0.2369874306
1665	0.2369448896
1666	0.2368668333
1667	0.2367941388
1668	0.2367183685
1669	0.2366836768
1670	0.2365633485
1671	0.2365329933
1672	0.2364373222
1673	0.2363985798
1674	0.2363518873
1675	0.236253174
1676	0.2362155914
1677	0.2361401572
1678	0.2360550416
1679	0.235972632
1680	0.2358995341
1681	0.2358653971
1682	0.2358029051
1683	0.2357372195
1684	0.2357119235
1685	0.2356816691
1686	0.2356367918
1687	0.2355209512
1688	0.235496025
1689	0.2354766118
1690	0.2354044551
1691	0.2353434253
1692	0.235296447
1693	0.235234123
1694	0.2351770095
1695	0.2351336618
1696	0.2350876583
1697	0.2350421759
1698	0.2349639348
1699	0.2348920302
1700	0.2347974854
1701	0.2347401029
1702	0.2346767537
1703	0.2346353724
1704	0.2345854359
1705	0.2345133129
1706	0.2344708727
1707	0.2343591165
1708	0.2343271813
1709	0.2342982716
1710	0.2342271738
1711	0.2341653373
1712	0.2341233341
1713	0.2339841809
1714	0.2339037715
1715	0.2338647602
1716	0.2338317325
1717	0.2337321956
1718	0.2336825617
1719	0.2335827055
1720	0.2335338447
1721	0.2334852696
1722	0.2333819678
1723	0.23331087
1724	0.2332827839
1725	0.2331885752
1726	0.2331306213
1727	0.2330727346
1728	0.233024647
1729	0.232956541
1730	0.2329036127
1731	0.2328537938
1732	0.2327763931
1733	0.232734474
1734	0.2326713768
1735	0.2326178434
1736	0.2325653353
1737	0.2325226935
1738	0.2324282999
1739	0.2323796239
1740	0.2323041729
1741	0.2322470426
1742	0.2321734405
1743	0.2321088978
1744	0.2320594151
1745	0.231975308
1746	0.2318818052
1747	0.2317996982
1748	0.2317664016
1749	0.231708246
1750	0.2316400897
1751	0.2315911784
1752	0.2315567221
1753	0.231529241
1754	0.2314604292
1755	0.231422981
1756	0.2313861043
1757	0.2313377141
1758	0.2312459089
1759	0.2312243107
1760	0.2311706596
1761	0.2311256142
1762	0.2310804008
1763	0.2310280775
1764	0.2309963609
1765	0.2309497355
1766	0.2308805539
1767	0.2308458622
1768	0.2307900597
1769	0.2307344757
1770	0.2306883715
1771	0.2306386535
1772	0.2305545295
1773	0.2305299563
1774	0.2304731957
1775	0.2304244358
1776	0.2303926687
1777	0.23035159
1778	0.2303312187
1779	0.2302741724
1780	0.2302350435
1781	0.2301437593
1782	0.2300561393
1783	0.2300157834
1784	0.229949728
1785	0.2298925977
1786	0.2298235841
1787	0.2297683867
1788	0.2297039281
1789	0.229643453
1790	0.2295521857
1791	0.2294972908
1792	0.2294242602
1793	0.2293957202
1794	0.2293348417
1795	0.2293107391
1796	0.229230649
1797	0.2291818723
1798	0.2291490799
1799	0.229093664
1800	0.2290641156
1801	0.2290056238
1802	0.2289867821
1803	0.2289414846
1804	0.228902406
1805	0.2288224841
1806	0.2287738754
1807	0.2287111816
1808	0.2286782212
1809	0.2286330918
1810	0.2285740621
1811	0.2285295882
1812	0.2285088808
1813	0.2284354299
1814	0.2283679627
1815	0.2283292203
1816	0.2282954027
1817	0.2282356503
1818	0.2282086567
1819	0.2281553418
1820	0.2280987157
1821	0.2280426611
1822	0.2279960021
1823	0.2279429729
1824	0.2279127186
1825	0.2277890287
1826	0.227778322
1827	0.2277467566
1828	0.2276993413
1829	0.2276405302
1830	0.2275930644
1831	0.2275367073
1832	0.227493578
1833	0.2274565332
1834	0.227420581
1835	0.2273331795
1836	0.2272902519
1837	0.2272539635
1838	0.2271828489
1839	0.2271645114
1840	0.2271185584
1841	0.2270603019
1842	0.226998146
1843	0.2269402761
1844	0.2268829273
1845	0.226849345
1846	0.2267536067
1847	0.2267064267
1848	0.226663247
1849	0.2266030072
1850	0.2265109499
1851	0.2264667113
1852	0.2264186237
1853	0.2263796124
1854	0.2262940934
1855	0.2262265253
1856	0.2261330057
1857	0.2261148027
1858	0.2260414526
1859	0.2260031809
1860	0.2259770109
1861	0.2259212252
1862	0.2258464633
1863	0.2257814332
1864	0.2257115288
1865	0.2256306488
1866	0.2255675349
1867	0.2255233971
1868	0.225489966
1869	0.2254391723
1870	0.2253961607
1871	0.225358057
1872	0.2253001367
1873	0.2252435779
1874	0.2252170045
1875	0.2251586135
1876	0.2251250648
1877	0.2250577993
1878	0.2250115605
1879	0.2249454547
1880	0.2248673481
1881	0.2248471785
1882	0.224763626
1883	0.2246837377
1884	0.2246397512
1885	0.2245984876
1886	0.224536399
1887	0.2244712848
1888	0.224444661
1889	0.2244171632
1890	0.2243771602
1891	0.2242926833
1892	0.224256294
1893	0.224207534
1894	0.2241529081
1895	0.2241089384
1896	0.2240358069
1897	0.2239987957
1898	0.2238935946
1899	0.2238536084
1900	0.2237457516
1901	0.2236833772
1902	0.2236197758
1903	0.2235502412
1904	0.223447931
1905	0.223381321
1906	0.2233485623
1907	0.2233056683
1908	0.2232493448
1909	0.2232021311
1910	0.2231725323
1911	0.2230847442
1912	0.2230676841
1913	0.2230393122
1914	0.2229477088
1915	0.2228920071
1916	0.222842121
1917	0.2228278847
1918	0.2227807887
1919	0.2227404328
1920	0.2226590317
1921	0.2226053638
1922	0.222542502
1923	0.2224977928
1924	0.2224506968
1925	0.2223965919
1926	0.222323057
1927	0.2222657754
1928	0.2222204443
1929	0.2221840214
1930	0.2221318495
1931	0.2220589869
1932	0.2219914524
1933	0.2218933106
1934	0.221835239
1935	0.2217967824
1936	0.2217484258
1937	0.2217263065
1938	0.2216931612
1939	0.2216314759
1940	0.2215957421
1941	0.221539032
1942	0.2214888602
1943	0.2214423357
1944	0.2213707505
1945	0.2212933498
1946	0.2212728441
1947	0.2211794925
1948	0.2211241943
1949	0.2210576851
1950	0.2210313974
1951	0.2209960671
1952	0.2209542152
1953	0.22088342
1954	0.2208417026
1955	0.2207744539
1956	0.2207190548
1957	0.2206442761
1958	0.2206040882
1959	0.2205631776
1960	0.2205174935
1961	0.2204708345
1962	0.2204409499
1963	0.2203820044
1964	0.2203257649
1965	0.2202344639
1966	0.2201408939
1967	0.2200669556
1968	0.2200014213
1969	0.219977201
1970	0.219930458
1971	0.219863932
1972	0.2197872036
1973	0.2197406791
1974	0.2196814478
1975	0.2196511262
1976	0.2195614052
1977	0.2194853323
1978	0.2194541031
1979	0.2194161843
1980	0.2193789378
1981	0.2193636929
1982	0.2193253203
1983	0.2193024783
1984	0.2192680723
1985	0.219229935
1986	0.2191822676
1987	0.2191262466
1988	0.2190940089
1989	0.2190297352
1990	0.2189741512
1991	0.2189355097
1992	0.2188667986
1993	0.2188249804
1994	0.218798407
1995	0.2187513278
1996	0.218722956
1997	0.2186818436
1998	0.2186274362
1999	0.2185943917
2000	0.2185255294
2001	0.2184768535
2002	0.218419656
2003	0.2183926287
2004	0.21833807
2005	0.2182914615
2006	0.2182536268
2007	0.218209926
2008	0.2181806129
2009	0.2181319034
2010	0.218087816
2011	0.2180595114
2012	0.2180094741
2013	0.2179467467
2014	0.2179325271
2015	0.2178995835
2016	0.2178292421
2017	0.2177890542
2018	0.2177305456
2019	0.2176966439
2020	0.2176518171
2021	0.2176086542
2022	0.217552734
2023	0.2175077727
2024	0.2174689126
2025	0.2174542057
2026	0.2173715608
2027	0.2173101781
2028	0.2172057165
2029	0.2171646042
2030	0.2171311227
2031	0.2170813711
2032	0.2169992809
2033	0.2169664717
2034	0.2169085514
2035	0.2168840622
2036	0.2167824075
2037	0.2167354628
2038	0.2167011746
2039	0.2166536248
2040	0.2166320602
2041	0.2165563066
2042	0.2165148749
2043	0.2164685521
2044	0.2164451218
2045	0.2163926305
2046	0.2163385256
2047	0.2162911775
2048	0.2162312403
2049	0.2161991034
2050	0.2161570835
2051	0.2160962722
2052	0.2160638496
2053	0.2160147535
2054	0.2159719268
2055	0.2159283101
2056	0.2158886432
2057	0.2158626749
2058	0.2157988046
2059	0.2157641633
2060	0.2157184288
2061	0.2156815353
2062	0.2156296995
2063	0.215589915
2064	0.2155499288
2065	0.2155237924
2066	0.2154506609
2067	0.2153899505
2068	0.2153616627
2069	0.2152969519
2070	0.2152221564
2071	0.2151715812
2072	0.2150988699
2073	0.2150535052
2074	0.2150060226
2075	0.2149715495
2076	0.2149392445
2077	0.2148609362
2078	0.2148171514
2079	0.2147557014
2080	0.214731313
2081	0.2146646694
2082	0.2146296079
2083	0.2145840919
2084	0.2145245245
2085	0.2144951441
2086	0.2144253574
2087	0.2143906825
2088	0.2143407796
2089	0.2143057518
2090	0.2142829938
2091	0.2142117448
2092	0.214160514
2093	0.2141240407
2094	0.2140408412
2095	0.2140130072
2096	0.2139958967
2097	0.2139266478
2098	0.2138878382
2099	0.213846188
2100	0.213822556
2101	0.2137834438
2102	0.2137507691
2103	0.2137082786
2104	0.2136821926
2105	0.213662376
2106	0.2135907404
2107	0.2135739324
2108	0.2135107344
2109	0.213489674
2110	0.213420526
2111	0.2133719845
2112	0.2132928525
2113	0.2132464961
2114	0.2132033837
2115	0.2131598678
2116	0.2131059982
2117	0.2130505151
2118	0.2130167479
2119	0.2129825436
2120	0.2129442046
2121	0.2128912931
2122	0.2128537441
2123	0.2128256243
2124	0.2127541904
2125	0.2127055481
2126	0.2126873619
2127	0.2126187181
2128	0.2125889344
2129	0.2125641258
2130	0.2125099705
2131	0.212453647
2132	0.2124057106
2133	0.2123326799
2134	0.2122980387
2135	0.2122768438
2136	0.2122570776
2137	0.2122410933
2138	0.2122088892
2139	0.2121813241
2140	0.2121312699
2141	0.2120582897
2142	0.2119960329
2143	0.2119230695
2144	0.2118896384
2145	0.2118446771
2146	0.2118128932
2147	0.2117870425
2148	0.2117440645
2149	0.2117084484
2150	0.211679337
2151	0.211588389
2152	0.2115623871
2153	0.2115266533
2154	0.2114813726
2155	0.2114589003
2156	0.2114245112
2157	0.2113795835
2158	0.2113208732
2159	0.211287106
2160	0.2112331692
2161	0.2111912501
2162	0.2111435658
2163	0.2110982179
2164	0.2110815444
2165	0.2110446004
2166	0.2110147159
2167	0.210962275
2168	0.2109163219
2169	0.2108510229
2170	0.2107953717
2171	0.2107224755
2172	0.2107039531
2173	0.2106462009
2174	0.2106012228
2175	0.2105614215
2176	0.2105130649
2177	0.2104870293
2178	0.2104395468
2179	0.2103986698
2180	0.2103892069
2181	0.2103598938
2182	0.2103162939
2183	0.2102763077
2184	0.2102581047
2185	0.2102294807
2186	0.2101709721
2187	0.2101435415
2188	0.210107085
2189	0.2100427777
2190	0.2099844372
2191	0.2099317273
2192	0.2098976744
2193	0.2098624448
2194	0.2098058692
2195	0.2097677991
2196	0.209722384
2197	0.209687894
2198	0.2096405627
2199	0.2096042071
2200	0.2095629939
2201	0.2095135616
2202	0.2094870722
2203	0.2094166804
2204	0.2093952334
2205	0.2093549279
2206	0.209334439
2207	0.2092865362
2208	0.2092467686
2209	0.2091935377
2210	0.2091171959
2211	0.2090298616
2212	0.2089831018
2213	0.2089572007
2214	0.208898003
2215	0.2088463185
2216	0.2088019118
2217	0.2087662789
2218	0.2087316544
2219	0.2086737341
2220	0.2086322857
2221	0.208559255
2222	0.2085311016
2223	0.2085164787
2224	0.2084955527
2225	0.2084349264
2226	0.2083996296
2227	0.2083668036
2228	0.2083330196
2229	0.2083023114
2230	0.2082465761
2231	0.2081881516
2232	0.2081345846
2233	0.2080952371
2234	0.2080326946
2235	0.2079878845
2236	0.2079389397
2237	0.2078807841
2238	0.2078620096
2239	0.2078419577
2240	0.2078218553
2241	0.2077651788
2242	0.2077353783
2243	0.2077105529
2244	0.2076904337
2245	0.2076231514
2246	0.2075906784
2247	0.2075507762
2248	0.2075202193
2249	0.207486637
2250	0.2074585845
2251	0.2073946637
2252	0.2073781079
2253	0.2073599889
2254	0.2073047915
2255	0.2072545692
2256	0.2072263822
2257	0.2071884634
2258	0.2071308457
2259	0.2070860692
2260	0.2069959448
2261	0.2069636231
2262	0.2069433695
2263	0.2069019378
2264	0.2068886091
2265	0.2068533291
2266	0.2068109058
2267	0.2067940474
2268	0.2067417242
2269	0.2067105285
2270	0.206667685
2271	0.2066079663
2272	0.20653149
2273	0.2065053872
2274	0.2064479879
2275	0.2064050099
2276	0.2063526194
2277	0.2063293404
2278	0.2062868162
2279	0.2062630833
2280	0.2061769929
2281	0.2061542012
2282	0.2061403347
2283	0.2060924319
2284	0.2060414365
2285	0.2060081063
2286	0.2059744903
2287	0.2059469589
2288	0.2059058465
2289	0.2058863661
2290	0.2058639779
2291	0.2058322276
2292	0.2057905606
2293	0.205750524
2294	0.2057298838
2295	0.2056849729
2296	0.2056642486
2297	0.2056322967
2298	0.2056049669
2299	0.205574494
2300	0.2055467777
2301	0.2055089765
2302	0.2054797138
2303	0.2054385511
2304	0.2054053385
2305	0.2053365267
2306	0.2053280723
2307	0.2052902879
2308	0.2052504866
2309	0.2052131729
2310	0.2051819437
2311	0.2051484286
2312	0.2050813479
2313	0.2050263018
2314	0.2049794243
2315	0.2049141253
2316	0.2048625585
2317	0.2047796279
2318	0.204723859
2319	0.2046625435
2320	0.2045905045
2321	0.2045639815
2322	0.2045358113
2323	0.2044853538
2324	0.2044311985
2325	0.2044087935
2326	0.2043860859
2327	0.2043572938
2328	0.2042950707
2329	0.2042409826
2330	0.2042009628
2331	0.2041797847
2332	0.2041422357
2333	0.2041154438
2334	0.2040866349
2335	0.2040619104
2336	0.2040472874
2337	0.2040019395
2338	0.2039553142
2339	0.2038933432
2340	0.2038097907
2341	0.2037795531
2342	0.2037251289
2343	0.2036719485
2344	0.2036109523
2345	0.2035656044
2346	0.2035017845
2347	0.20346795
2348	0.2034121811
2349	0.2033631186
2350	0.2033401926
2351	0.2032943068
2352	0.2032496816
2353	0.2032125696
2354	0.2031686503
2355	0.2031384968
2356	0.2031113519
2357	0.2030776015
2358	0.2030604574
2359	0.2030278835
2360	0.2029975955
2361	0.2029770226
2362	0.2029279264
2363	0.2028516518
2364	0.202817935
2365	0.2027975469
2366	0.2027685196
2367	0.2027162804
2368	0.202686026
2369	0.2026389805
2370	0.2025906407
2371	0.2025768414
2372	0.2025671432
2373	0.2025453936
2374	0.2025012895
2375	0.2024637909
2376	0.2024205272
2377	0.202360405
2378	0.202330033
2379	0.202308502
2380	0.2022731548
2381	0.2022454721
2382	0.2021779544
2383	0.2021039489
2384	0.2020599624
2385	0.2020098578
2386	0.2019572152
2387	0.2019270785
2388	0.2018850922
2389	0.2018617795
2390	0.2018128347
2391	0.2017603434
2392	0.2017296688
2393	0.2017014146
2394	0.2016837158
2395	0.2016505873
2396	0.2016160132
2397	0.2015732369
2398	0.201540932
2399	0.2014922057
2400	0.2014608252
2401	0.2014329407
2402	0.2014151411
2403	0.2013553215
2404	0.2012774501
2405	0.2012517507
2406	0.201218723
2407	0.2011568865
2408	0.2011446839
2409	0.2011186147
2410	0.2010490633
2411	0.2010377347
2412	0.2010212797
2413	0.2009911262
2414	0.2009369037
2415	0.2009130867
2416	0.2008713357
2417	0.2008479894
2418	0.2007913297
2419	0.2007394267
2420	0.2007154753
2421	0.2006857756
2422	0.2006534875
2423	0.200591651
2424	0.2005572114
2425	0.2005115777
2426	0.2004997953
2427	0.2004567669
2428	0.2004077549
2429	0.2003864423
2430	0.2003349259
2431	0.2002601136
2432	0.2002061263
2433	0.2001611986
2434	0.2001311796
2435	0.2000803018
2436	0.2000477111
2437	0.1999848325
2438	0.1999216009
2439	0.1998731098
2440	0.1998248037
2441	0.1998062141
2442	0.1997844478
2443	0.1997429825
2444	0.1997309984
2445	0.1996977018
2446	0.1996706409
2447	0.1996369577
2448	0.1995882818
2449	0.1995256385
2450	0.1994998382
2451	0.1994483554
2452	0.1993853927
2453	0.1993347503
2454	0.1993020419
2455	0.199267552
2456	0.1992367093
2457	0.1991899663
2458	0.199171881
2459	0.1991330377
2460	0.199086799
2461	0.1990616038
2462	0.1990170122
2463	0.1989664202
2464	0.1989114245
2465	0.1988903305
2466	0.198836713
2467	0.1987973487
2468	0.1987723217
2469	0.1987408739
2470	0.1987223684
2471	0.1986971228
2472	0.1986828696
2473	0.1986453542
2474	0.1986216718
2475	0.1985751641
2476	0.1985135796
2477	0.1984986542
2478	0.1984594916
2479	0.1984466503
2480	0.1984053363
2481	0.19838636
2482	0.1983369278
2483	0.1983181028
2484	0.1982923194
2485	0.1982260623
2486	0.1981976569
2487	0.1981441403
2488	0.1980912455
2489	0.1980591255
2490	0.1980291569
2491	0.1979985495
2492	0.1979531176
2493	0.1979349986
2494	0.1978922895
2495	0.1978398654
2496	0.1978155275
2497	0.1977429002
2498	0.1977228314
2499	0.1976836689
2500	0.1976401362
2501	0.1975915611
2502	0.1975587351
2503	0.19754028
2504	0.1975296237
2505	0.1974806453
2506	0.1974393649
2507	0.197386571
2508	0.1973544846
2509	0.197305691
2510	0.1972467286
2511	0.1971993806
2512	0.1971833794
2513	0.197134569
2514	0.1970958266
2515	0.1970556723
2516	0.1970114001
2517	0.1969856167
2518	0.1969729939
2519	0.1969306378
2520	0.1968784994
2521	0.1968569012
2522	0.1968033005
2523	0.1967805425
2524	0.196716168
2525	0.1966656096
2526	0.1966302624
2527	0.1966019073
2528	0.1965489958
2529	0.1964958658
2530	0.1964763013
2531	0.196434752
2532	0.1963944969
2533	0.196371991
2534	0.1963203569
2535	0.1962871443
2536	0.1962528392
2537	0.1962234252
2538	0.1961688497
2539	0.196117098
2540	0.1960921213
2541	0.1960829778
2542	0.1960305033
2543	0.1959700618
2544	0.1958835679
2545	0.1958367241
2546	0.1958086715
2547	0.1957486503
2548	0.1957241778
2549	0.1956782248
2550	0.1956557357
2551	0.1956219517
2552	0.195605379
2553	0.1955871088
2554	0.1955666703
2555	0.1955175573
2556	0.1954782771
2557	0.1954567629
2558	0.1954358538
2559	0.1954024731
2560	0.1953779671
2561	0.1953518139
2562	0.1953157607
2563	0.1952854392
2564	0.1952587481
2565	0.1952238043
2566	0.1951692288
2567	0.195145664
2568	0.19508492
2569	0.1950117884
2570	0.194974626
2571	0.1949458339
2572	0.1948948049
2573	0.1948500957
2574	0.1948172361
2575	0.1947897046
2576	0.1947734849
2577	0.1947281874
2578	0.1947004374
2579	0.1946873608
2580	0.1946444837
2581	0.1945850843
2582	0.1945486782
2583	0.1945058178
2584	0.1944668401
2585	0.1944297954
2586	0.1944199459
2587	0.1944001125
2588	0.1943842289
2589	0.1943423771
2590	0.1942976342
2591	0.1942820028
2592	0.1942641191
2593	0.1942282341
2594	0.1942051063
2595	0.1941696751
2596	0.1941203941
2597	0.1940996194
2598	0.1940568431
2599	0.1940255466
2600	0.1939819804
2601	0.1939512218
2602	0.1939170007
2603	0.1938789306
2604	0.1938392638
2605	0.193824893
2606	0.193782789
2607	0.1937588713
2608	0.1937283648
2609	0.1936772349
2610	0.1936486613
2611	0.193625668
2612	0.193607465
2613	0.193573059
2614	0.1935150211
2615	0.193480195
2616	0.1934347462
2617	0.1933952642
2618	0.1933873477
2619	0.1933658167
2620	0.1933164852
2621	0.1932888025
2622	0.1932611366
2623	0.1932384794
2624	0.1931994849
2625	0.193160961
2626	0.1931241347
2627	0.1930983513
2628	0.1930303294
2629	0.1929880069
2630	0.1929606603
2631	0.1929186236
2632	0.192891798
2633	0.1928777802
2634	0.1928506521
2635	0.1928088675
2636	0.1927545777
2637	0.1927161042
2638	0.1926953296
2639	0.1926552089
2640	0.1926082642
2641	0.1925499237
2642	0.1924978694
2643	0.1924389911
2644	0.1923999293
2645	0.1923641115
2646	0.1923317394
2647	0.1923141414
2648	0.1922881395
2649	0.1922301015
2650	0.1922124027
2651	0.1921599114
2652	0.1921140928
2653	0.1920972849
2654	0.1920744932
2655	0.1920593324
2656	0.1920180688
2657	0.1919612579
2658	0.1919218095
2659	0.1919006819
2660	0.1918362569
2661	0.1918096331
2662	0.191781984
2663	0.1917625203
2664	0.1917320138
2665	0.1916839598
2666	0.1916526298
2667	0.1916404776
2668	0.1916070297
2669	0.1915946422
2670	0.1915420333
2671	0.1915200652
2672	0.191489189
2673	0.1914761292
2674	0.1914204443
2675	0.1913934507
2676	0.191376004
2677	0.1913344547
2678	0.1912992084
2679	0.1912898127
2680	0.1912462801
2681	0.1912239086
2682	0.1911911835
2683	0.1911587273
2684	0.1911221867
2685	0.1910681323
2686	0.1910287512
2687	0.1910091363
2688	0.190955065
2689	0.1909152133
2690	0.1908829252
2691	0.1908638817
2692	0.1908340308
2693	0.1908102138
2694	0.1907544786
2695	0.1907331661
2696	0.1907155513
2697	0.1906589588
2698	0.190635663
2699	0.1906046523
2700	0.1905703808
2701	0.1905363782
2702	0.1904975014
2703	0.1904342362
2704	0.1904118815
2705	0.1903724668
2706	0.1903237909
2707	0.1902887799
2708	0.1902493316
2709	0.190210169
2710	0.1901801667
2711	0.1901569213
2712	0.1901283477
2713	0.1900874203
2714	0.1900673852
2715	0.1900199195
2716	0.1900008424
2717	0.1899602007
2718	0.1899319633
2719	0.1898816907
2720	0.1898376033
2721	0.1898148789
2722	0.1897682536
2723	0.1897218972
2724	0.1896990383
2725	0.1896884157
2726	0.1896580437
2727	0.1896133681
2728	0.1895996528
2729	0.189562255
2730	0.1895277482
2731	0.1894961324
2732	0.1894672563
2733	0.1894255893
2734	0.1894039407
2735	0.189374678
2736	0.1893575674
2737	0.1893326916
2738	0.1893170602
2739	0.1892685692
2740	0.1892279443
2741	0.1891846133
2742	0.189155754
2743	0.1891186588
2744	0.1890546372
2745	0.1890302993
2746	0.1889988011
2747	0.1889723286
2748	0.1889390151
2749	0.188929922
2750	0.1888919024
2751	0.1888528574
2752	0.1888250234
2753	0.1887829194
2754	0.1887682797
2755	0.1887439753
2756	0.1887238226
2757	0.1886519349
2758	0.1886388582
2759	0.1886236302
2760	0.1886066037
2761	0.1885741475
2762	0.1885344135
2763	0.1885002092
2764	0.1884752158
2765	0.1884572816
2766	0.1884263382
2767	0.1883831753
2768	0.1883401132
2769	0.1883121616
2770	0.1882926475
2771	0.1882667632
2772	0.1881923207
2773	0.1881684197
2774	0.188142048
2775	0.1881029022
2776	0.1880722108
2777	0.1880408135
2778	0.1879959698
2779	0.1879693796
2780	0.1879505547
2781	0.1879341333
2782	0.1878823311
2783	0.1878147126
2784	0.187793316
2785	0.1877589605
2786	0.1877420853
2787	0.1877142345
2788	0.1876989897
2789	0.1876783831
2790	0.1876559949
2791	0.1876216057
2792	0.1875874351
2793	0.1875560882
2794	0.1875420704
2795	0.1875095133
2796	0.1874628208
2797	0.1874208848
2798	0.1874113211
2799	0.1873743099
2800	0.1873627292
2801	0.1873507956
2802	0.1873233818
2803	0.1872865723
2804	0.1872640664
2805	0.1872148694
2806	0.1871926493
2807	0.1871644959
2808	0.1871416539
2809	0.1871116348
2810	0.1870730605
2811	0.1870443693
2812	0.1870001475
2813	0.1869433197
2814	0.1869017536
2815	0.1868434299
2816	0.1867915101
2817	0.1867710211
2818	0.186752129
2819	0.1867228159
2820	0.1866939061
2821	0.1866534661
2822	0.1866199678
2823	0.1865933104
2824	0.1865433571
2825	0.1865252044
2826	0.1865096066
2827	0.1864827139
2828	0.1864467952
2829	0.1864263567
2830	0.186410574
2831	0.1863852444
2832	0.1863578978
2833	0.1863138777
2834	0.1862865311
2835	0.186268513
2836	0.1862260896
2837	0.1861903223
2838	0.1861449071
2839	0.1861059126
2840	0.1860696914
2841	0.1860345795
2842	0.1860062413
2843	0.1859741885
2844	0.1859382362
2845	0.1859262689
2846	0.1859048892
2847	0.1858870055
2848	0.1858622473
2849	0.1858479605
2850	0.1858256227
2851	0.1857918891
2852	0.1857415156
2853	0.1857018824
2854	0.1856758132
2855	0.1856285996
2856	0.1855896051
2857	0.1855535015
2858	0.1855206419
2859	0.1855053635
2860	0.1854854124
2861	0.1854192898
2862	0.1853763791
2863	0.1853291654
2864	0.1852917845
2865	0.1852553448
2866	0.1852104843
2867	0.1851830873
2868	0.1851549003
2869	0.1850978036
2870	0.185047968
2871	0.1850077465
2872	0.184980131
2873	0.1849373546
2874	0.184888309
2875	0.1848305399
2876	0.1848030757
2877	0.1847737458
2878	0.1847534249
2879	0.1847277255
2880	0.184686193
2881	0.1846535351
2882	0.1846385928
2883	0.1846147423
2884	0.1845925726
2885	0.1845594777
2886	0.1845442832
2887	0.184494061
2888	0.1844653698
2889	0.1844508141
2890	0.1844284595
2891	0.1844116851
2892	0.1843875825
2893	0.1843364358
2894	0.184307005
2895	0.184286264
2896	0.1842421766
2897	0.184207485
2898	0.1841717512
2899	0.184125899
2900	0.1841065194
2901	0.1840760129
2902	0.1840551038
2903	0.1840099408
2904	0.1839873509
2905	0.1839712488
2906	0.1839427089
2907	0.183888688
2908	0.1838726364
2909	0.1838569377
2910	0.1838244647
2911	0.1837938574
2912	0.1837474506
2913	0.1837243228
2914	0.1836969426
2915	0.1836428041
2916	0.1836207352
2917	0.1836016077
2918	0.1835534697
2919	0.1835098698
2920	0.1834652278
2921	0.1834235944
2922	0.1833982312
2923	0.1833687332
2924	0.18333347
2925	0.1833148804
2926	0.1833020223
2927	0.183244018
