iter	RMSE
728	0.9585685305
729	0.9584886152
730	0.9584718396
731	0.9584256971
732	0.9583517087
733	0.9583109478
734	0.9582817066
735	0.9582242276
736	0.9581753467
737	0.9581187378
738	0.9580771554
739	0.9580383305
740	0.9580001859
741	0.9579800903
742	0.957933989
743	0.9578852557
744	0.9578455139
745	0.9577818392
746	0.9577501788
747	0.9577240055
748	0.9576812368
749	0.9576145308
750	0.9575606495
751	0.9575169641
752	0.9575004963
753	0.9574464462
754	0.9573887222
755	0.9573205338
756	0.9572920746
757	0.9572522432
758	0.9571815758
759	0.9571369957
760	0.957108466
761	0.9570615104
762	0.957013805
763	0.9569491325
764	0.956892191
765	0.9568703821
766	0.956767376
767	0.9567193633
768	0.9566823364
769	0.9565699464
770	0.9565038132
771	0.9564743867
772	0.9564335132
773	0.956384118
774	0.9563276307
775	0.9562927026
776	0.9562396249
777	0.9561983836
778	0.9561575634
779	0.9561096503
780	0.9560920522
781	0.9560530817
782	0.9560057164
783	0.955971297
784	0.9559409431
785	0.9559154035
786	0.9558243336
787	0.9557727919
788	0.9557534305
789	0.9557265841
790	0.9556751347
791	0.9556279785
792	0.9556100787
793	0.9555588834
794	0.9555216813
795	0.9554889696
796	0.9554502023
797	0.9553969151
798	0.955365371
799	0.9553493219
800	0.955295736
801	0.955267542
802	0.9552386635
803	0.955209198
804	0.9551761825
805	0.9551466825
806	0.9551179957
807	0.9550771618
808	0.9550467144
809	0.9549998202
810	0.9549662439
811	0.9549285302
812	0.9548735527
813	0.9548553131
814	0.9548119273
815	0.9547724811
816	0.954708862
817	0.9546637756
818	0.9546442614
819	0.9545798519
820	0.9545417319
821	0.9544860153
822	0.954444014
823	0.9543969924
824	0.9543708575
825	0.9543009544
826	0.9542729265
827	0.9542160209
828	0.9541857742
829	0.9541359041
830	0.9541167702
831	0.9540766433
832	0.9540399375
833	0.9540028718
834	0.9539739876
835	0.9539391362
836	0.953900795
837	0.9538849169
838	0.953856029
839	0.9538079677
840	0.9537747081
841	0.9537302297
842	0.9536869884
843	0.9536590078
844	0.9536052617
845	0.9535923791
846	0.9535246043
847	0.9534949227
848	0.9534819408
849	0.9534253469
850	0.9534181052
851	0.95336353
852	0.9533242848
853	0.9532900296
854	0.9532361974
855	0.9531962292
856	0.9531653954
857	0.9531397161
858	0.9531036922
859	0.9530698206
860	0.9530582361
861	0.9530251788
862	0.9529798169
863	0.9529223445
864	0.9528607562
865	0.9528451871
866	0.9527941696
867	0.9527654446
868	0.9527436391
869	0.9526855322
870	0.9526632352
871	0.9526300989
872	0.9525808003
873	0.95255233
874	0.9525058355
875	0.95247351
876	0.952420546
877	0.952373196
878	0.9523301544
879	0.9523000437
880	0.9522783908
881	0.9522648371
882	0.9522515772
883	0.9522243056
884	0.9521754433
885	0.9521688127
886	0.9521353325
887	0.9520654613
888	0.9520289067
889	0.9519844447
890	0.9519458287
891	0.951911916
892	0.9518850267
893	0.9518728723
894	0.9518222929
895	0.9517671034
896	0.9517544247
897	0.951721126
898	0.9516885451
899	0.9516739699
900	0.9516440999
901	0.9516193927
902	0.951607235
903	0.9515641914
904	0.9515250027
905	0.951484505
906	0.9514333492
907	0.9513875191
908	0.9513465906
909	0.9513322717
910	0.9512742094
911	0.9512422997
912	0.9512235981
913	0.9511989454
914	0.9511675891
915	0.9511343352
916	0.9510986605
917	0.9510899296
918	0.9510417611
919	0.9510172999
920	0.9509620964
921	0.9509297511
922	0.9508719913
923	0.9508384981
924	0.9508235174
925	0.9507781486
926	0.9507464186
927	0.9507019948
928	0.9506643409
929	0.9506070557
930	0.9505741094
931	0.950544303
932	0.9504962378
933	0.9504572996
934	0.9504479411
935	0.9504035688
936	0.9503361556
937	0.9502951491
938	0.9502871963
939	0.9502661848
940	0.9502446166
941	0.9502077628
942	0.9501882225
943	0.9501556873
944	0.9501307122
945	0.9500944105
946	0.9500451113
947	0.950002619
948	0.9499942382
949	0.9499236529
950	0.9498904537
951	0.9498493624
952	0.9498020151
953	0.9497522096
954	0.9497182512
955	0.949692708
956	0.9496417177
957	0.9495745779
958	0.9495500789
959	0.9494844066
960	0.9494285898
961	0.9493843337
962	0.9493462999
963	0.9493371598
964	0.9493092475
965	0.9492841519
966	0.9492692777
967	0.949233238
968	0.9492221964
969	0.9492038482
970	0.9491508656
971	0.9490962416
972	0.9490578031
973	0.9490217225
974	0.9490160203
975	0.9489921295
976	0.9489429697
977	0.9489000347
978	0.9488474285
979	0.9488061937
980	0.9487882963
981	0.9487564997
982	0.9487209978
983	0.9486769381
984	0.9486274997
985	0.9485987796
986	0.9485684849
987	0.9485417959
988	0.9484799559
989	0.9484103728
990	0.9483530171
991	0.9482996262
992	0.9482703386
993	0.9482445924
994	0.9481885386
995	0.9481571484
996	0.9481393371
997	0.9480880665
998	0.9480579851
999	0.9480141899
